#Scan#	Adduct	CAS_Number	Charge	Compound_Name	Compound_Source	Data_Collector	ExactMass	FileScanUniqueID	INCHI	INCHI_AUX	Instrument	IonMode	Ion_Source	LibMZ	LibraryName	LibraryQualityString	Library_Class	MQScore	MZErrorPPM	MassDiff	NumberHits	Organism	PI	Precursor_MZ	Pubmed_ID	RT_Query	SharedPeaks	Smiles	SpecCharge	SpecMZ	SpectrumFile	SpectrumID	TIC_Query	UpdateWorkflowName	tags
2	M+H-H2O	660888	1	5-Aminovaleric acid	Isolated	NIST	0.0	spectra/specs_ms.pklbin2	InChI=1S/C5H11NO2/c6-4-2-1-3-5(7)8/h1-4,6H2,(H,7,8)	N/A	Q-TOF	Positive	ESI	100.076	lib-00000.mgf	Bronze	3	0.710474	2.97321	0.000297546	1	NIST17	NIST	100.076	N/A	49.3674	5	C(CCN)CC(=O)O	1	100.076	spectra/specs_ms.pklbin	CCMSLIB00003184606	3000	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2028	M+H	99159872	1	(2R)-3-Hydroxyisovaleroylcarnitine	Isolated	NIST	0.0	spectra/specs_ms.pklbin2028	N/A	N/A	HCD	Positive	ESI	262.165	lib-00000.mgf	Bronze	3	0.928098	3.37578	0.00088501	1	NIST17	NIST	262.165	N/A	36.0386	8	N/A	1	262.164	spectra/specs_ms.pklbin	CCMSLIB00003578559	4977.72	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2036	M+H	0	1	Pro-Phe	Isolated	NIST	0.0	spectra/specs_ms.pklbin2036	InChI=1S/C14H18N2O3/c17-13(11-7-4-8-15-11)16-12(14(18)19)9-10-5-2-1-3-6-10/h1-3,5-6,11-12,15H,4,7-9H2,(H,16,17)(H,18,19)/t11-,12-/m0/s1	N/A	Q-TOF	Positive	ESI	263.139	lib-00000.mgf	Bronze	3	0.970867	3.82718	0.00100708	1	NIST17	NIST	263.139	N/A	219.171	3	C1CC([NH2+]C1)C(=O)NC(CC2=CC=CC=C2)C(=O)[O-]	1	263.138	spectra/specs_ms.pklbin	CCMSLIB00003213811	5998.85	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2038	M+H-H2O	34450185	1	17-Octadecynoic acid	Isolated	NIST	0.0	spectra/specs_ms.pklbin2038	InChI=1S/C18H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h1H,3-17H2,(H,19,20)	N/A	HCD	Positive	ESI	263.237	lib-00000.mgf	Bronze	3	0.740408	3.47796	0.000915527	1	NIST17	NIST	263.237	N/A	529.263	17	C#CCCCCCCCCCCCCCCCC(=O)O	1	263.236	spectra/specs_ms.pklbin	CCMSLIB00003722016	2976.48	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2043	M+H-C2H6O3	3102576	1	N-Acetylsphingosine	Isolated	NIST	0.0	spectra/specs_ms.pklbin2043	InChI=1S/C20H39NO3/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-20(24)19(17-22)21-18(2)23/h15-16,19-20,22,24H,3-14,17H2,1-2H3,(H,21,23)/b16-15+/t19-,20+/m0/s1	N/A	HCD	Positive	ESI	264.269	lib-00000.mgf	Bronze	3	0.745818	2.19411	0.000579834	1	NIST17	NIST	264.269	N/A	413.304	6	CCCCCCCCCCCCCC=CC(C(CO)NC(=O)C)O	1	264.268	spectra/specs_ms.pklbin	CCMSLIB00003503470	1000	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2053	M+H	28047156	1	Phenylacetyl-L-glutamine	Isolated	NIST	0.0	spectra/specs_ms.pklbin2053	InChI=1S/C13H16N2O4/c14-11(16)7-6-10(13(18)19)15-12(17)8-9-4-2-1-3-5-9/h1-5,10H,6-8H2,(H2,14,16)(H,15,17)(H,18,19)/t10-/m0/s1	N/A	HCD	Positive	ESI	265.118	lib-00000.mgf	Bronze	3	0.951187	1.03598	0.000274658	1	NIST17	NIST	265.118	N/A	193.002	7	C1=CC=C(C=C1)CC(=O)NC(CCC(=O)N)C(=O)O	1	265.118	spectra/specs_ms.pklbin	CCMSLIB00003372300	11895.2	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2058	M+H-C2H5NO2	2601903	1	N-Oleoylglycine	Isolated	NIST	0.0	spectra/specs_ms.pklbin2058	InChI=1S/C20H37NO3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-19(22)21-18-20(23)24/h9-10H,2-8,11-18H2,1H3,(H,21,22)(H,23,24)/b10-9-	N/A	HCD	Positive	ESI	265.253	lib-00000.mgf	Bronze	3	0.747513	2.18597	0.000579834	1	NIST17	NIST	265.253	N/A	556.508	15	CCCCCCCCC=CCCCCCCCC(=O)NCC(=O)O	1	265.252	spectra/specs_ms.pklbin	CCMSLIB00003720197	2000	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2151	M+H	29122687	1	Atenolol	Isolated	NIST	0.0	spectra/specs_ms.pklbin2151	InChI=1S/C14H22N2O3/c1-10(2)16-8-12(17)9-19-13-5-3-11(4-6-13)7-14(15)18/h3-6,10,12,16-17H,7-9H2,1-2H3,(H2,15,18)	N/A	HCD	Positive	ESI	267.17	lib-00000.mgf	Bronze	3	0.92584	1.02803	0.000274658	1	NIST17	NIST	267.17	N/A	77.606	15	CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O	1	267.17	spectra/specs_ms.pklbin	CCMSLIB00003300970	5943.39	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2152	M+H	126738	1	Tributyl phosphate	Isolated	NIST	0.0	spectra/specs_ms.pklbin2152	InChI=1S/C12H27O4P/c1-4-7-10-14-17(13,15-11-8-5-2)16-12-9-6-3/h4-12H2,1-3H3	N/A	HCD	Positive	ESI	267.172	lib-00000.mgf	Bronze	3	0.959755	3.76941	0.00100708	1	NIST17	NIST	267.172	N/A	461.332	5	CCCCOP(=O)(OCCCC)OCCCC	1	267.171	spectra/specs_ms.pklbin	CCMSLIB00003265732	1000	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2207	M+H-H2O	2052633	1	13-cis-Retinol	Isolated	NIST	0.0	spectra/specs_ms.pklbin2207	InChI=1S/C20H30O/c1-16(8-6-9-17(2)13-15-21)11-12-19-18(3)10-7-14-20(19,4)5/h6,8-9,11-13,21H,7,10,14-15H2,1-5H3/b9-6+,12-11+,16-8+,17-13-	N/A	HCD	Positive	ESI	269.226	lib-00000.mgf	Bronze	3	0.936864	1.47359	0.000396729	1	NIST17	NIST	269.226	N/A	546.795	35	CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CCO)C)C	1	269.226	spectra/specs_ms.pklbin	CCMSLIB00003376790	8909.33	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2300	M+H	41889456	1	Benzoylnorecgonine	Isolated	NIST	0.0	spectra/specs_ms.pklbin2300	InChI=1S/C15H17NO4/c17-14(18)13-11-7-6-10(16-11)8-12(13)20-15(19)9-4-2-1-3-5-9/h1-5,10-13,16H,6-8H2,(H,17,18)/t10-,11-,12+,13-/m1/s1	N/A	HCD	Positive	ESI	276.123	lib-00000.mgf	Bronze	3	0.925323	3.53669	0.000976562	1	NIST17	NIST	276.123	N/A	238.482	5	C1CC2C(C(CC1N2)OC(=O)C3=CC=CC=C3)C(=O)O	1	276.122	spectra/specs_ms.pklbin	CCMSLIB00003441439	4991.61	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2303	M+H	102636828	1	L-Glutarylcarnitine	Isolated	NIST	0.0	spectra/specs_ms.pklbin2303	InChI=1S/C12H21NO6/c1-13(2,3)8-9(7-11(16)17)19-12(18)6-4-5-10(14)15/h9H,4-8H2,1-3H3,(H-,14,15,16,17)/t9-/m1/s1	N/A	HCD	Positive	ESI	276.144	lib-00000.mgf	Bronze	3	0.897616	4.31001	0.00119019	1	NIST17	NIST	276.144	N/A	31.6497	10	C[N+](C)(C)CC(CC(=O)[O-])OC(=O)CCCC(=O)O	1	276.143	spectra/specs_ms.pklbin	CCMSLIB00003371094	5961.18	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2382	M+H	4423227	1	Glu-Met	Isolated	NIST	0.0	spectra/specs_ms.pklbin2382	InChI=1S/C10H18N2O5S/c1-18-5-4-7(10(16)17)12-9(15)6(11)2-3-8(13)14/h6-7H,2-5,11H2,1H3,(H,12,15)(H,13,14)(H,16,17)/t6-,7-/m0/s1	N/A	HCD	Positive	ESI	279.101	lib-00000.mgf	Bronze	3	0.793325	3.17093	0.00088501	1	NIST17	NIST	279.101	N/A	43.4975	8	CSCCC(C(=O)O)NC(=O)C(CCC(=O)O)N	1	279.1	spectra/specs_ms.pklbin	CCMSLIB00003738596	4983.9	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2386	M+H	4376209	1	Mono-2-ethylhexyl phthalate	Isolated	NIST	0.0	spectra/specs_ms.pklbin2386	InChI=1S/C16H22O4/c1-3-5-8-12(4-2)11-20-16(19)14-10-7-6-9-13(14)15(17)18/h6-7,9-10,12H,3-5,8,11H2,1-2H3,(H,17,18)	N/A	HCD	Positive	ESI	279.159	lib-00000.mgf	Bronze	3	0.913043	3.93551	0.00109863	1	NIST17	NIST	279.159	N/A	493.14	4	CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)O	1	279.158	spectra/specs_ms.pklbin	CCMSLIB00003371547	15985.7	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2387	M+H	0	1	Leu-Phe	Isolated	NIST	0.0	spectra/specs_ms.pklbin2387	InChI=1S/C15H22N2O3/c1-10(2)8-12(16)14(18)17-13(15(19)20)9-11-6-4-3-5-7-11/h3-7,10,12-13H,8-9,16H2,1-2H3,(H,17,18)(H,19,20)/t12-,13-/m0/s1	N/A	HCD	Positive	ESI	279.17	lib-00000.mgf	Bronze	3	0.681897	0.983837	0.000274658	1	NIST17	NIST	279.17	N/A	243.635	3	CC(C)CC(C(=O)NC(CC1=CC=CC=C1)C(=O)O)N	1	279.17	spectra/specs_ms.pklbin	CCMSLIB00003736567	999.998	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2411	M+H	2420566	1	10E,12Z-octadecadienoic acid	Isolated	NIST	0.0	spectra/specs_ms.pklbin2411	InChI=1S/C18H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h6-9H,2-5,10-17H2,1H3,(H,19,20)/b7-6-,9-8+	N/A	HCD	Positive	ESI	281.247	lib-00000.mgf	Bronze	3	0.697962	1.73613	0.000488281	1	NIST17	NIST	281.247	N/A	530.121	24	CCCCCC=CC=CCCCCCCCCC(=O)O	1	281.247	spectra/specs_ms.pklbin	CCMSLIB00003328884	5911.74	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2421	M+H	301020	1	Oleamide	Isolated	NIST	0.0	spectra/specs_ms.pklbin2421	InChI=1S/C18H35NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H2,19,20)/b10-9-	N/A	HCD	Positive	ESI	282.279	lib-00000.mgf	Bronze	3	0.922678	3.89201	0.00109863	1	NIST17	NIST	282.279	N/A	551.981	32	CCCCCCCCC=CCCCCCCCC(=O)N	1	282.278	spectra/specs_ms.pklbin	CCMSLIB00003308634	2960.16	UPDATE-SINGLE-ANNOTATED-BRONZE	 
245	M+H	471874	1	Stachydrine	Isolated	NIST	0.0	spectra/specs_ms.pklbin245	InChI=1S/C7H13NO2/c1-8(2)5-3-4-6(8)7(9)10/h6H,3-5H2,1-2H3	N/A	HCD	Positive	ESI	144.102	lib-00000.mgf	Bronze	3	0.744171	0.741222	0.000106812	1	NIST17	NIST	144.102	N/A	20.4546	7	C[N+]1(CCCC1C(=O)[O-])C	1	144.102	spectra/specs_ms.pklbin	CCMSLIB00003384831	11981.5	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2475	M+H	2615158	1	Hexaethylene glycol	Isolated	NIST	0.0	spectra/specs_ms.pklbin2475	InChI=1S/C12H26O7/c13-1-3-15-5-7-17-9-11-19-12-10-18-8-6-16-4-2-14/h13-14H,1-12H2	N/A	HCD	Positive	ESI	283.175	lib-00000.mgf	Bronze	3	0.960425	3.87969	0.00109863	1	NIST17	NIST	283.175	N/A	198.777	3	C(COCCOCCOCCOCCOCCO)O	1	283.174	spectra/specs_ms.pklbin	CCMSLIB00003303606	6977.17	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2524	M+H-C4H4O2	27223354	1	Ketazolam	Isolated	NIST	0.0	spectra/specs_ms.pklbin2524	InChI=1S/C20H17ClN2O3/c1-13-10-18(24)23-12-19(25)22(2)17-9-8-15(21)11-16(17)20(23,26-13)14-6-4-3-5-7-14/h3-11H,12H2,1-2H3	N/A	IT-FT/ion trap with FTMS	Positive	ESI	285.079	lib-00000.mgf	Bronze	3	0.830628	3.10444	0.00088501	1	NIST17	NIST	285.079	N/A	379.936	13	CC1=CC(=O)N2CC(=O)N(C3=C(C2(O1)C4=CC=CC=C4)C=C(C=C3)Cl)C	1	285.078	spectra/specs_ms.pklbin	CCMSLIB00003546134	2984.79	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2542	M+H	94622	1	Piperine	Isolated	NIST	0.0	spectra/specs_ms.pklbin2542	InChI=1S/C17H19NO3/c19-17(18-10-4-1-5-11-18)7-3-2-6-14-8-9-15-16(12-14)21-13-20-15/h2-3,6-9,12H,1,4-5,10-11,13H2/b6-2+,7-3+	N/A	HCD	Positive	ESI	286.144	lib-00000.mgf	Bronze	3	0.929879	2.77293	0.000793457	1	NIST17	NIST	286.144	N/A	407.982	17	C1CCN(CC1)C(=O)C=CC=CC2=CC3=C(C=C2)OCO3	1	286.143	spectra/specs_ms.pklbin	CCMSLIB00003344488	11929.5	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2572	M+H	25243952	1	Octanoylcarnitine	Isolated	NIST	0.0	spectra/specs_ms.pklbin2572	InChI=1S/C15H29NO4/c1-5-6-7-8-9-10-15(19)20-13(11-14(17)18)12-16(2,3)4/h13H,5-12H2,1-4H3/t13-/m1/s1	N/A	HCD	Positive	ESI	288.217	lib-00000.mgf	Bronze	3	0.919697	3.07064	0.00088501	1	NIST17	NIST	288.217	N/A	292.981	8	CCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	1	288.216	spectra/specs_ms.pklbin	CCMSLIB00003411982	5994.56	UPDATE-SINGLE-ANNOTATED-BRONZE	 
260	M+H	56859	1	L-Glutamine	Isolated	NIST	0.0	spectra/specs_ms.pklbin260	InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)/t3-/m1/s1	N/A	Q-TOF	Positive	ESI	147.076	lib-00000.mgf	Bronze	3	0.819142	2.69743	0.000396729	1	NIST17	NIST	147.076	N/A	20.5577	5	C(CC(=O)N)C(C(=O)O)N	1	147.076	spectra/specs_ms.pklbin	CCMSLIB00003200474	10996.3	UPDATE-SINGLE-ANNOTATED-BRONZE	 
261	M+NH4	1723008	1	D-Pipecolinic acid	Isolated	NIST	0.0	spectra/specs_ms.pklbin261	InChI=1S/C6H11NO2/c8-6(9)5-3-1-2-4-7-5/h5,7H,1-4H2,(H,8,9)/t5-/m1/s1	N/A	HCD	Positive	ESI	147.113	lib-00000.mgf	Bronze	3	0.978716	1.4521	0.000213623	1	NIST17	NIST	147.113	N/A	15.8084	9	C1CC[NH2+]C(C1)C(=O)[O-]	1	147.113	spectra/specs_ms.pklbin	CCMSLIB00003445169	6996.57	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2658	M+H	519095	1	Benzoylecgonine	Isolated	NIST	0.0	spectra/specs_ms.pklbin2658	InChI=1S/C16H19NO4/c1-17-11-7-8-12(17)14(15(18)19)13(9-11)21-16(20)10-5-3-2-4-6-10/h2-6,11-14H,7-9H2,1H3,(H,18,19)/t11-,12-,13+,14-/m1/s1	N/A	HCD	Positive	ESI	290.139	lib-00000.mgf	Bronze	3	0.959551	2.4192	0.000701904	1	NIST17	NIST	290.139	N/A	236.145	23	CN1C2CCC1C(C(C2)OC(=O)C3=CC=CC=C3)C(=O)O	1	290.138	spectra/specs_ms.pklbin	CCMSLIB00003441357	7979.21	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2661	M+H	102673950	1	3-Methylglutarylcarnitine	Isolated	NIST	0.0	spectra/specs_ms.pklbin2661	InChI=1S/C13H23NO6/c1-9(5-11(15)16)6-13(19)20-10(7-12(17)18)8-14(2,3)4/h9-10H,5-8H2,1-4H3,(H-,15,16,17,18)	N/A	HCD	Positive	ESI	290.16	lib-00000.mgf	Bronze	3	0.745607	2.73455	0.000793457	1	NIST17	NIST	290.16	N/A	103.49	6	CC(CC(=O)O)CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	1	290.159	spectra/specs_ms.pklbin	CCMSLIB00003578616	3000	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2689	M+H	60004	1	Ethylenediaminetetraacetic acid	Isolated	NIST	0.0	spectra/specs_ms.pklbin2689	InChI=1S/C10H16N2O8/c13-7(14)3-11(4-8(15)16)1-2-12(5-9(17)18)6-10(19)20/h1-6H2,(H,13,14)(H,15,16)(H,17,18)(H,19,20)	N/A	HCD	Positive	ESI	293.098	lib-00000.mgf	Bronze	3	0.961419	3.12362	0.000915527	1	NIST17	NIST	293.098	N/A	34.3618	10	C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O	1	293.097	spectra/specs_ms.pklbin	CCMSLIB00003447483	16897.6	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2725	M+H	0	1	Glu-Phe	Isolated	NIST	0.0	spectra/specs_ms.pklbin2725	InChI=1S/C14H18N2O5/c15-10(6-7-12(17)18)13(19)16-11(14(20)21)8-9-4-2-1-3-5-9/h1-5,10-11H,6-8,15H2,(H,16,19)(H,17,18)(H,20,21)/t10-,11-/m0/s1	N/A	HCD	Positive	ESI	295.129	lib-00000.mgf	Bronze	3	0.807422	2.79192	0.000823975	1	NIST17	NIST	295.129	N/A	157.036	7	C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CCC(=O)O)N	1	295.128	spectra/specs_ms.pklbin	CCMSLIB00003736343	4000	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2733	M+H	54739309	1	13-Keto-9Z,11E-octadecadienoic acid	Isolated	NIST	0.0	spectra/specs_ms.pklbin2733	InChI=1S/C18H30O3/c1-2-3-11-14-17(19)15-12-9-7-5-4-6-8-10-13-16-18(20)21/h7,9,12,15H,2-6,8,10-11,13-14,16H2,1H3,(H,20,21)/b9-7-,15-12+	N/A	HCD	Positive	ESI	295.227	lib-00000.mgf	Bronze	3	0.67103	2.68762	0.000793457	1	NIST17	NIST	295.227	N/A	374.859	19	CCCCCC(=O)C=CC=CCCCCCCCC(=O)O	1	295.226	spectra/specs_ms.pklbin	CCMSLIB00003255575	3727.11	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2753	M+H	20244864	1	7-Methylguanosine	Isolated	NIST	0.0	spectra/specs_ms.pklbin2753	InChI=1S/C11H15N5O5/c1-15-3-16(8-5(15)9(20)14-11(12)13-8)10-7(19)6(18)4(2-17)21-10/h3-4,6-7,10,17-19H,2H2,1H3,(H2-,12,13,14,20)/t4-,6?,7?,10-/m0/s1	N/A	HCD	Positive	ESI	298.115	lib-00000.mgf	Bronze	3	0.972956	1.945	0.000579834	1	NIST17	NIST	298.115	N/A	41.2941	3	CN1C=[N+](C2=C1C(=NC(=N2)N)[O-])C3C(C(C(O3)CO)O)O	1	298.114	spectra/specs_ms.pklbin	CCMSLIB00003452809	3000	UPDATE-SINGLE-ANNOTATED-BRONZE	 
279	M+H	63683	1	L-Methionine	Isolated	NIST	0.0	spectra/specs_ms.pklbin279	InChI=1S/C5H11NO2S/c1-9-3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)/t4-/m0/s1	N/A	HCD	Positive	ESI	150.058	lib-00000.mgf	Bronze	3	0.850543	2.03371	0.000305176	1	NIST17	NIST	150.058	N/A	23.9565	6	CSCCC(C(=O)O)N	1	150.058	spectra/specs_ms.pklbin	CCMSLIB00003306366	11942.3	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2869	M+H	544310	1	Palmitoyl ethanolamide	Isolated	NIST	0.0	spectra/specs_ms.pklbin2869	InChI=1S/C18H37NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18(21)19-16-17-20/h20H,2-17H2,1H3,(H,19,21)	N/A	HCD	Positive	ESI	300.29	lib-00000.mgf	Bronze	3	0.869038	2.33742	0.000701904	1	NIST17	NIST	300.29	N/A	517.383	11	CCCCCCCCCCCCCCCC(=O)NCCO	1	300.289	spectra/specs_ms.pklbin	CCMSLIB00003483759	5960.21	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2870	M+H	123784	1	D-erythro-N-stearoylsphingosine	Isolated	NIST	0.0	spectra/specs_ms.pklbin2870	InChI=1S/C18H37NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18(21)17(19)16-20/h14-15,17-18,20-21H,2-13,16,19H2,1H3/b15-14+/t17-,18+/m0/s1	N/A	HCD	Positive	ESI	300.29	lib-00000.mgf	Bronze	3	0.710331	2.33742	0.000701904	1	NIST17	NIST	300.29	N/A	411.065	23	CCCCCCCCCCCCCC=CC(C(CO)N)O	1	300.289	spectra/specs_ms.pklbin	CCMSLIB00003472713	3942.78	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2936	M+H	0	1	His-Phe	Isolated	NIST	0.0	spectra/specs_ms.pklbin2936	InChI=1S/C15H18N4O3/c16-12(7-11-8-17-9-18-11)14(20)19-13(15(21)22)6-10-4-2-1-3-5-10/h1-5,8-9,12-13H,6-7,16H2,(H,17,18)(H,19,20)(H,21,22)/t12-,13-/m0/s1	N/A	HCD	Positive	ESI	303.145	lib-00000.mgf	Bronze	3	0.838369	3.92612	0.00119019	1	NIST17	NIST	303.145	N/A	36.2808	6	C1=CC=C(C=C1)CC(C(=O)[O-])NC(=O)C(CC2=CN=CN2)[NH3+]	1	303.144	spectra/specs_ms.pklbin	CCMSLIB00003736462	1000	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2942	M+H	50362	1	Cocaine	Isolated	NIST	0.0	spectra/specs_ms.pklbin2942	InChI=1S/C17H21NO4/c1-18-12-8-9-13(18)15(17(20)21-2)14(10-12)22-16(19)11-6-4-3-5-7-11/h3-7,12-15H,8-10H2,1-2H3/t12-,13-,14-,15+/m0/s1	N/A	HCD	Positive	ESI	304.154	lib-00000.mgf	Bronze	3	0.941751	4.21411	0.00128174	1	NIST17	NIST	304.154	N/A	266.708	11	CN1C2CCC1C(C(C2)OC(=O)C3=CC=CC=C3)C(=O)OC	1	304.153	spectra/specs_ms.pklbin	CCMSLIB00003487778	2000	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2951	Cat	7773526	1	1-Hexadecylpyridinium cation	Isolated	NIST	0.0	spectra/specs_ms.pklbin2951	InChI=1S/C21H38N/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-19-22-20-17-15-18-21-22/h15,17-18,20-21H,2-14,16,19H2,1H3/q+1	N/A	HCD	Positive	ESI	304.3	lib-00000.mgf	Bronze	3	0.827568	6.21785	0.00189209	1	NIST17	NIST	304.3	N/A	533.785	3	CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1	1	304.298	spectra/specs_ms.pklbin	CCMSLIB00003381357	1000	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2956	Cat	7773526	1	1-Hexadecylpyridinium cation	Isolated	NIST	0.0	spectra/specs_ms.pklbin2956	InChI=1S/C21H38N/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-19-22-20-17-15-18-21-22/h15,17-18,20-21H,2-14,16,19H2,1H3/q+1	N/A	HCD	Positive	ESI	304.3	lib-00000.mgf	Bronze	3	0.817508	2.90835	0.00088501	1	NIST17	NIST	304.3	N/A	502.203	3	CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1	1	304.299	spectra/specs_ms.pklbin	CCMSLIB00003381357	26900.7	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2971	Cat	7773526	1	1-Hexadecylpyridinium cation	Isolated	NIST	0.0	spectra/specs_ms.pklbin2971	InChI=1S/C21H38N/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-19-22-20-17-15-18-21-22/h15,17-18,20-21H,2-14,16,19H2,1H3/q+1	N/A	HCD	Positive	ESI	304.3	lib-00000.mgf	Bronze	3	0.758152	2.90835	0.00088501	1	NIST17	NIST	304.3	N/A	533.341	3	CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1	1	304.299	spectra/specs_ms.pklbin	CCMSLIB00003381358	1000	UPDATE-SINGLE-ANNOTATED-BRONZE	 
3	M+H-C7H7ClO	57153181	1	4-(2-Methyl-4-chlorophenoxy)butyric acid methyl ester	Isolated	NIST	0.0	spectra/specs_ms.pklbin3	InChI=1S/C12H15ClO3/c1-9-8-10(13)5-6-11(9)16-7-3-4-12(14)15-2/h5-6,8H,3-4,7H2,1-2H3	N/A	HCD	Positive	ESI	101.06	lib-00000.mgf	Bronze	3	0.914378	111.807	0.0112991	1	NIST17	NIST	101.06	N/A	536.991	3	CC1=C(C=CC(=C1)Cl)OCCCC(=O)OC	1	101.071	spectra/specs_ms.pklbin	CCMSLIB00003562715	49999.9	UPDATE-SINGLE-ANNOTATED-BRONZE	 
301	M+H	621421	1	3-Acetamidophenol	Isolated	NIST	0.0	spectra/specs_ms.pklbin301	InChI=1S/C8H9NO2/c1-6(10)9-7-3-2-4-8(11)5-7/h2-5,11H,1H3,(H,9,10)	N/A	HCD	Positive	ESI	152.071	lib-00000.mgf	Bronze	3	0.843399	3.91327	0.000595093	1	NIST17	NIST	152.071	N/A	40.5386	5	CC(=O)NC1=CC(=CC=C1)O	1	152.07	spectra/specs_ms.pklbin	CCMSLIB00003637644	14925	UPDATE-SINGLE-ANNOTATED-BRONZE	 
302	M+H	701440	1	Nudifloramide	Isolated	NIST	0.0	spectra/specs_ms.pklbin302	InChI=1S/C7H8N2O2/c1-9-4-5(7(8)11)2-3-6(9)10/h2-4H,1H3,(H2,8,11)	N/A	HCD	Positive	ESI	153.066	lib-00000.mgf	Bronze	3	0.763633	0.598126	9.15527e-05	1	NIST17	NIST	153.066	N/A	35.5736	13	CN1C=C(C=CC1=O)C(=O)N	1	153.066	spectra/specs_ms.pklbin	CCMSLIB00003374484	5913.96	UPDATE-SINGLE-ANNOTATED-BRONZE	 
305	M+H	6674222	1	1,8-Diazabicyclo[5.4.0]undec-7-ene	Isolated	NIST	0.0	spectra/specs_ms.pklbin305	InChI=1S/C9H16N2/c1-2-5-9-10-6-4-8-11(9)7-3-1/h1-8H2	N/A	HCD	Positive	ESI	153.139	lib-00000.mgf	Bronze	3	0.861091	3.88598	0.000595093	1	NIST17	NIST	153.139	N/A	700.572	7	C1CCC2=NCCCN2CC1	1	153.138	spectra/specs_ms.pklbin	CCMSLIB00003265542	21865.7	UPDATE-SINGLE-ANNOTATED-BRONZE	 
