G1	G2	G3	G4	G5	G6	GNPSLinkout_Cluster	GNPSLinkout_Network	LibraryID	MQScore	RTConsensus	RTMean	RTStdErr	SpectrumID	UniqueFileSourcesCount	cluster index	componentindex	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"249","main.cluster index_upperinput":"249"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=232&task=19490658762846319435ea3bd2fbb6bb	N/A	N/A	265.1433	0	0	N/A	13	249	232	13	185.1146	0	185.1146	53300810.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"250","main.cluster index_upperinput":"250"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=191&task=19490658762846319435ea3bd2fbb6bb	1-Stearoyl-2-arachidonyl-sn-glycero-3-phosphocholine	0.965826	748.9192	0	0	CCMSLIB00003336397	14	250	191	14	810.5963	0	810.5963	377665086.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"251","main.cluster index_upperinput":"251"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=47&task=19490658762846319435ea3bd2fbb6bb	N/A	N/A	17.4049	0	0	N/A	13	251	47	13	116.9663	0	116.9663	104188152.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"252","main.cluster index_upperinput":"252"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"252","main.cluster index_upperinput":"252"}	N/A	N/A	599.5719	0	0	N/A	12	252	-1	12	701.6130	0	701.6130	238706362.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"253","main.cluster index_upperinput":"253"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=102&task=19490658762846319435ea3bd2fbb6bb	5-Methyl-5,6-Dihydrouracil	0.776108	22.3859	0	0	CCMSLIB00003306677	10	253	102	10	129.0686	0	129.0686	34308710.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"254","main.cluster index_upperinput":"254"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"254","main.cluster index_upperinput":"254"}	N/A	N/A	756.4274	0	0	N/A	12	254	-1	12	180.1129	0	180.1129	29683840.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"255","main.cluster index_upperinput":"255"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=23&task=19490658762846319435ea3bd2fbb6bb	N/A	N/A	372.6660	0	0	N/A	12	255	23	12	228.1956	0	228.1956	139315960.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"256","main.cluster index_upperinput":"256"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=96&task=19490658762846319435ea3bd2fbb6bb	Benzoylecgonine	0.977447	232.6775	0	0	CCMSLIB00003441357	12	256	96	12	290.1378	0	290.1378	653699728.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"257","main.cluster index_upperinput":"257"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=137&task=19490658762846319435ea3bd2fbb6bb	N/A	N/A	773.0104	0	0	N/A	12	257	137	12	352.8971	0	352.8971	42687300.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"258","main.cluster index_upperinput":"258"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"258","main.cluster index_upperinput":"258"}	N/A	N/A	420.2265	0	0	N/A	12	258	-1	12	360.3106	0	360.3106	40856530.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"259","main.cluster index_upperinput":"259"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"259","main.cluster index_upperinput":"259"}	N/A	N/A	27.5410	0	0	N/A	12	259	-1	12	137.0457	0	137.0457	110139220.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"260","main.cluster index_upperinput":"260"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=19490658762846319435ea3bd2fbb6bb	Caffeine	0.898526	208.2920	0	0	CCMSLIB00003465799	12	260	3	12	195.0874	0	195.0874	628516780.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"261","main.cluster index_upperinput":"261"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=173&task=19490658762846319435ea3bd2fbb6bb	N/A	N/A	93.4469	0	0	N/A	12	261	173	12	227.1566	0	227.1566	500428550.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"262","main.cluster index_upperinput":"262"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=134&task=19490658762846319435ea3bd2fbb6bb	Monoisobutyl phthalate	0.863288	493.4532	0	0	CCMSLIB00003371712	12	262	134	12	149.0231	0	149.0231	46985660.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"263","main.cluster index_upperinput":"263"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"263","main.cluster index_upperinput":"263"}	N/A	N/A	752.7635	0	0	N/A	12	263	-1	12	108.0806	0	108.0806	41430430.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"264","main.cluster index_upperinput":"264"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"264","main.cluster index_upperinput":"264"}	N/A	N/A	746.5629	0	0	N/A	12	264	-1	12	230.1395	0	230.1395	35906550.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"265","main.cluster index_upperinput":"265"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=9&task=19490658762846319435ea3bd2fbb6bb	1-Palmitoyl-sn-glycero-3-phosphocholine	0.673712	425.2327	0	0	CCMSLIB00003498394	12	265	9	12	518.3217	0	518.3217	470026940.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"266","main.cluster index_upperinput":"266"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=250&task=19490658762846319435ea3bd2fbb6bb	N/A	N/A	20.1458	0	0	N/A	11	266	250	11	144.9691	0	144.9691	58466576.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"267","main.cluster index_upperinput":"267"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=19490658762846319435ea3bd2fbb6bb	N/A	N/A	232.4050	0	0	N/A	12	267	3	12	301.0718	0	301.0718	779527720.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"268","main.cluster index_upperinput":"268"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=85&task=19490658762846319435ea3bd2fbb6bb	N/A	N/A	767.4769	0	0	N/A	12	268	85	12	253.0103	0	253.0103	15462910.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"269","main.cluster index_upperinput":"269"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=55&task=19490658762846319435ea3bd2fbb6bb	N/A	N/A	418.6274	0	0	N/A	12	269	55	12	376.3054	0	376.3054	75970600.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"270","main.cluster index_upperinput":"270"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"270","main.cluster index_upperinput":"270"}	N/A	N/A	709.7101	0	0	N/A	12	270	-1	12	610.1836	0	610.1836	33978610.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"271","main.cluster index_upperinput":"271"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=105&task=19490658762846319435ea3bd2fbb6bb	N/A	N/A	792.7522	0	0	N/A	10	271	105	10	122.5469	0	122.5469	71797738.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"272","main.cluster index_upperinput":"272"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=65&task=19490658762846319435ea3bd2fbb6bb	N/A	N/A	746.2181	0	0	N/A	12	272	65	12	207.0971	0	207.0971	74377190.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"273","main.cluster index_upperinput":"273"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=49&task=19490658762846319435ea3bd2fbb6bb	N/A	N/A	30.4256	0	0	N/A	9	273	49	9	114.0404	0	114.0404	1508984776.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"274","main.cluster index_upperinput":"274"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"274","main.cluster index_upperinput":"274"}	N/A	N/A	753.5943	0	0	N/A	12	274	-1	12	430.9131	0	430.9131	62424310.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"275","main.cluster index_upperinput":"275"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"275","main.cluster index_upperinput":"275"}	N/A	N/A	417.4699	0	0	N/A	12	275	-1	12	191.1791	0	191.1791	54710680.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"276","main.cluster index_upperinput":"276"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=94&task=19490658762846319435ea3bd2fbb6bb	N/A	N/A	772.6601	0	0	N/A	12	276	94	12	139.1104	0	139.1104	41319080.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"277","main.cluster index_upperinput":"277"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=26&task=19490658762846319435ea3bd2fbb6bb	N/A	N/A	19.7482	0	0	N/A	8	277	26	8	378.9252	0	378.9252	65933680.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"278","main.cluster index_upperinput":"278"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"278","main.cluster index_upperinput":"278"}	Tributyl phosphate	0.960796	456.6308	0	0	CCMSLIB00003265732	12	278	-1	12	267.1684	0	267.1684	21941010.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"279","main.cluster index_upperinput":"279"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=19490658762846319435ea3bd2fbb6bb	N/A	N/A	262.6374	0	0	N/A	12	279	3	12	273.1666	0	273.1666	54885260.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"280","main.cluster index_upperinput":"280"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=254&task=19490658762846319435ea3bd2fbb6bb	1-Oleoyl-sn-glycero-3-phosphocholine	0.859791	458.8240	0	0	CCMSLIB00003267843	12	280	254	12	522.3547	0	522.3547	5692649034.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"281","main.cluster index_upperinput":"281"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=205&task=19490658762846319435ea3bd2fbb6bb	N/A	N/A	262.2504	0	0	N/A	12	281	205	12	251.1849	0	251.1849	41987490.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"282","main.cluster index_upperinput":"282"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=70&task=19490658762846319435ea3bd2fbb6bb	N/A	N/A	174.6835	0	0	N/A	12	282	70	12	130.1589	0	130.1589	66011710.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"283","main.cluster index_upperinput":"283"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"283","main.cluster index_upperinput":"283"}	N/A	N/A	326.9924	0	0	N/A	13	283	-1	13	213.1460	0	213.1460	23083280.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"284","main.cluster index_upperinput":"284"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=98&task=19490658762846319435ea3bd2fbb6bb	N/A	N/A	750.1157	0	0	N/A	12	284	98	12	177.1014	0	177.1014	173239070.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"285","main.cluster index_upperinput":"285"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=78&task=19490658762846319435ea3bd2fbb6bb	N/A	N/A	366.1992	0	0	N/A	13	285	78	13	274.2658	0	274.2658	1757686166.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"286","main.cluster index_upperinput":"286"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=30&task=19490658762846319435ea3bd2fbb6bb	N/A	N/A	10.7039	0	0	N/A	11	286	30	11	176.9717	0	176.9717	77124460.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"287","main.cluster index_upperinput":"287"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=19490658762846319435ea3bd2fbb6bb	N/A	N/A	278.1664	0	0	N/A	12	287	3	12	267.1577	0	267.1577	23830810.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"288","main.cluster index_upperinput":"288"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=73&task=19490658762846319435ea3bd2fbb6bb	L-Tyrosine	0.977396	31.4484	0	0	CCMSLIB00003304524	12	288	73	12	165.0545	0	165.0545	343264050.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"289","main.cluster index_upperinput":"289"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"289","main.cluster index_upperinput":"289"}	N/A	N/A	719.3134	0	0	N/A	12	289	-1	12	213.1131	0	213.1131	30172570.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"290","main.cluster index_upperinput":"290"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=61&task=19490658762846319435ea3bd2fbb6bb	N/A	N/A	673.9244	0	0	N/A	12	290	61	12	850.2504	0	850.2504	42637766.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"291","main.cluster index_upperinput":"291"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=55&task=19490658762846319435ea3bd2fbb6bb	N/A	N/A	415.3345	0	0	N/A	12	291	55	12	332.2774	0	332.2774	134712360.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"292","main.cluster index_upperinput":"292"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=38&task=19490658762846319435ea3bd2fbb6bb	1,2-dioleoyl-sn-glycero-3-phosphatidylcholine	0.982616	754.7857	0	0	CCMSLIB00003585031	13	292	38	13	786.5982	0	786.5982	791397182.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"293","main.cluster index_upperinput":"293"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"293","main.cluster index_upperinput":"293"}	1-Docosahexaenoyl-2-stearoyl-sn-glycero-3-phosphocholine	0.943645	734.1595	0	0	CCMSLIB00003375308	13	293	-1	13	834.5956	0	834.5956	110521830.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"294","main.cluster index_upperinput":"294"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"294","main.cluster index_upperinput":"294"}	N/A	N/A	785.3966	0	0	N/A	12	294	-1	12	214.9171	0	214.9171	35128300.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"295","main.cluster index_upperinput":"295"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"295","main.cluster index_upperinput":"295"}	N/A	N/A	745.7345	0	0	N/A	11	295	-1	11	204.1145	0	204.1145	19492560.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"296","main.cluster index_upperinput":"296"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"296","main.cluster index_upperinput":"296"}	N/A	N/A	27.6014	0	0	N/A	10	296	-1	10	229.1183	0	229.1183	260415980.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"297","main.cluster index_upperinput":"297"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=23&task=19490658762846319435ea3bd2fbb6bb	Erucamide	0.8797	623.2238	0	0	CCMSLIB00003270773	11	297	23	11	338.3409	0	338.3409	173252330.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"298","main.cluster index_upperinput":"298"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"298","main.cluster index_upperinput":"298"}	N/A	N/A	403.4518	0	0	N/A	11	298	-1	11	209.1766	0	209.1766	28000250.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"299","main.cluster index_upperinput":"299"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=30&task=19490658762846319435ea3bd2fbb6bb	N/A	N/A	18.7762	0	0	N/A	10	299	30	10	159.0256	0	159.0256	176830750.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"300","main.cluster index_upperinput":"300"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=92&task=19490658762846319435ea3bd2fbb6bb	N/A	N/A	36.2113	0	0	N/A	6	300	92	6	122.5469	0	122.5469	11647529.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"301","main.cluster index_upperinput":"301"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=38&task=19490658762846319435ea3bd2fbb6bb	N/A	N/A	739.7224	0	0	N/A	11	301	38	11	760.6087	0	760.6087	824379724.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=19490658762846319435ea3bd2fbb6bb&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"302","main.cluster index_upperinput":"302"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=26&task=19490658762846319435ea3bd2fbb6bb	N/A	N/A	19.0233	0	0	N/A	8	302	26	8	494.8422	0	494.8422	53030000.0
