row ID,row m/z,row retention time,L_C18_Polar_16_MS2_DF_1_01.mzML Peak area,L_C18_Polar_16_MS2_DF_1_02.mzML Peak area,L_C18_Polar_16_MS2_DF_1_03.mzML Peak area,L_C18_Polar_16_MS2_DF_25_02.mzML Peak area,L_C18_Polar_16_MS2_DF_25_01.mzML Peak area,L_C18_Polar_16_MS2_DF_25_03.mzML Peak area,L_C18_Polar_16_MS2_DF_5_01.mzML Peak area,L_C18_Polar_16_MS2_DF_5_02.mzML Peak area,L_C18_Polar_16_MS2_DF_5_03.mzML Peak area,L_C18_Polar_16_Blk_no_inj_02.mzML Peak area,L_C18_Polar_16_Blk_no_inj_04.mzML Peak area,L_C18_Polar_16_Blk_no_inj_06.mzML Peak area,L_C18_Polar_16_Blk_no_inj_08.mzML Peak area,L_C18_Polar_16_MS2_DF_625_01.mzML Peak area,L_C18_Polar_16_MS2_DF_625_02.mzML Peak area,L_C18_Polar_16_MS2_DF_625_03.mzML Peak area,L_C18_Polar_16_MS2_DF_125_03.mzML Peak area,L_C18_Polar_16_MS2_DF_125_02.mzML Peak area,L_C18_Polar_16_MS2_DF_125_01.mzML Peak area
237,167.09513375743,758.8088621455071,20271300,1511540.0,1453620.0,1745440.0,1657810.0,3315650.0,2720840.0,2791340.0,4274430.0,3187030.0,0.0,0.0,0.0,0.0,234704000.0,0.0,1284000.0,2284640.0,0.0
238,362.92592358057504,745.56570608295,6578360,4704270.0,4719600.0,3143150.0,6007130.0,9097660.0,7443370.0,7997430.0,5895350.0,10924500.0,0.0,0.0,0.0,0.0,0.0,0.0,1615380.0,6926710.0,2638480.0
239,130.047188975388,24.9186289624549,10960600,23265800.0,19270000.0,16280300.0,6751000.0,9417540.0,8624650.0,11489900.0,9907850.0,18706500.0,0.0,0.0,0.0,0.0,0.0,1044630.0,0.0,6039170.0,6199060.0
240,758.568195922577,756.5679087327029,37119300,26970700.0,35169100.0,24572500.0,2762890.0,0.0,6114020.0,0.0,4978310.0,11269800.0,314976000.0,0.0,0.0,0.0,0.0,19228900.0,30500100.0,4287600.0,1721560.0
241,122.54694183046101,815.3045051075591,1446610,1608700.0,1296630.0,430258.0,694450.0,1143790.0,491419.0,2289460.0,1261590.0,1600010.0,0.0,0.0,0.0,789313.0,0.0,0.0,2433940.0,0.0,4766400.0
242,271.91579770642,784.851593793951,4783750,5285410.0,4019130.0,0.0,0.0,4495550.0,5833190.0,4292860.0,6952440.0,3337500.0,4018540.0,3306230.0,4232400.0,0.0,0.0,0.0,0.0,2503770.0,4826060.0
243,189.10284258109402,759.515811853405,3038530,2192910.0,1898120.0,2602770.0,2707110.0,3273250.0,4894780.0,3006570.0,3381590.0,4968220.0,0.0,0.0,0.0,0.0,0.0,0.0,1696340.0,2428730.0,1617540.0
244,294.937817408046,744.173425439675,5185410,2830610.0,3641690.0,4424510.0,5003810.0,5934210.0,6663680.0,5401200.0,5269500.0,8350840.0,0.0,0.0,0.0,0.0,0.0,0.0,1569930.0,6228740.0,3678190.0
245,349.036342925158,290.27117113392995,1511680,2128620.0,2382870.0,1443200.0,1431300.0,1220710.0,0.0,1403500.0,1532310.0,0.0,0.0,0.0,0.0,0.0,1054070.0,1397710.0,1836340.0,1229250.0,1452380.0
246,138.113062760269,766.6591441027631,7805460,10860100.0,9637510.0,1634140.0,1842830.0,1500180.0,14926800.0,1948580.0,2396560.0,20638000.0,1173890.0,0.0,0.0,0.0,0.0,0.0,0.0,12339700.0,1687350.0
247,171.992681949907,10.797242120780599,5178920,4649590.0,7398110.0,5267980.0,3798200.0,5781360.0,6242260.0,3342790.0,6470740.0,6294040.0,0.0,0.0,0.0,0.0,0.0,0.0,3563310.0,5887910.0,7582540.0
248,780.550058006664,742.088888550005,30730400,23787200.0,22530000.0,22269300.0,2057740.0,0.0,2918870.0,0.0,2897840.0,5977710.0,281296000.0,0.0,0.0,0.0,0.0,14230900.0,17634900.0,2229030.0,1665440.0
249,185.114603508612,265.14329982624804,3997610,0.0,9311140.0,6263440.0,4179520.0,3852830.0,2101160.0,5650020.0,0.0,3130510.0,0.0,0.0,0.0,0.0,2601050.0,2915200.0,4331020.0,2002030.0,2965280.0
250,810.596284101676,748.919237238496,26976100,0.0,16639700.0,15586900.0,5334070.0,0.0,7810980.0,0.0,1882990.0,3248980.0,26833300.0,17129700.0,19544200.0,9775970.0,0.0,77066096.0,130317000.0,19519100.0,0.0
251,116.966300531481,17.4049406299929,7960530,0.0,1471020.0,0.0,12637000.0,2091060.0,658222.0,0.0,6404560.0,0.0,0.0,0.0,1393220.0,7302660.0,23090100.0,2262550.0,29733500.0,1565840.0,7617890.0
252,701.612963900056,599.571940902551,18507800,1351330.0,1519620.0,186776992.0,3172330.0,2226800.0,5703010.0,3060400.0,4723650.0,8468060.0,0.0,0.0,0.0,0.0,1355030.0,0.0,0.0,1841340.0,0.0
253,129.068624345964,22.3858945052778,2823110,3856480.0,7277920.0,2926270.0,1767420.0,0.0,2583840.0,0.0,3492680.0,5765070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1902930.0,1912990.0
254,180.11294329062198,756.427367050222,2517010,2112560.0,2084480.0,1937150.0,2263250.0,2337420.0,3754580.0,2510280.0,2917930.0,3474330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2446120.0,1328730.0
255,228.195579063637,372.66596648146896,11045300,26664600.0,25834100.0,31576000.0,4140590.0,4277050.0,4108620.0,7293290.0,7237790.0,8069780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4716700.0,4352140.0
256,290.137808279916,232.677499044371,50375500,143708000.0,184736000.0,164655008.0,4649210.0,5989990.0,8221270.0,26381500.0,28000400.0,34399500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1472740.0,1110610.0
257,352.89713372479105,773.010440880109,3791350,1910680.0,0.0,1635240.0,3686070.0,4534140.0,6087090.0,2907130.0,3574340.0,6249540.0,0.0,0.0,0.0,0.0,3445710.0,0.0,0.0,3013130.0,1852880.0
258,360.310592434059,420.226489158656,3236900,1824640.0,4764490.0,8995670.0,2029830.0,3619640.0,6034680.0,1676770.0,2032270.0,3426150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1919820.0,1295670.0
259,137.045653214255,27.540979148242197,8551020,11734200.0,13730300.0,18338300.0,6114940.0,5142550.0,5254800.0,11537100.0,12676900.0,14672900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1180160.0,1206050.0
260,195.08740071937598,208.291957680334,48441800,158859008.0,166510000.0,151432992.0,5485900.0,5912580.0,5338100.0,27430200.0,29349400.0,27392900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1179810.0,1184090.0
261,227.156554039442,93.44694188174809,43821200,113084000.0,115853000.0,111879000.0,7915750.0,6656660.0,7371370.0,9101890.0,9320270.0,7786810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33263400.0,34375200.0
262,149.023146897031,493.453219710242,3772370,5512360.0,6615380.0,10583000.0,1618100.0,2224640.0,2652720.0,2202490.0,2858110.0,4912750.0,1495870.0,0.0,0.0,0.0,0.0,0.0,0.0,2537870.0,0.0
263,108.08056281142099,752.763538331913,3533660,2342990.0,3021320.0,2050280.0,2857190.0,4781570.0,3798720.0,4296240.0,3602680.0,4862510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3193080.0,3090190.0
264,230.13953331907902,746.562941789173,3160170,2211430.0,1733090.0,2238870.0,3018960.0,3716060.0,4071400.0,3516950.0,3346360.0,5197950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2050930.0,1644380.0
265,518.321736978344,425.232749155455,36272400,24148100.0,30634000.0,38537700.0,25581900.0,19001100.0,20451900.0,120945000.0,2259450.0,148968000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1626810.0,1600580.0
266,144.969094086994,20.145775482079898,4735460,998804.0,0.0,1425990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,945042.0,3775420.0,3682070.0,13201000.0,4420430.0,16858500.0,4627320.0,3796540.0
267,301.071811351981,232.40498398914798,60079000,190884992.0,191351008.0,130816000.0,12101000.0,10184000.0,6995940.0,60489100.0,66788000.0,47085400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1319890.0,1433390.0
268,253.01027527958698,767.476851426944,1321650,1291510.0,1458550.0,1362740.0,980327.0,1321380.0,0.0,1233430.0,1337500.0,1590210.0,0.0,0.0,0.0,0.0,0.0,0.0,916193.0,1299490.0,1349930.0
269,376.30544964864896,418.627355884253,5955180,13000700.0,16565700.0,13275000.0,4589100.0,3727890.0,3710350.0,3789600.0,4364580.0,3872540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1495230.0,1624730.0
270,610.183568714215,709.710062485712,2757650,1234960.0,4046830.0,3833730.0,2980980.0,1115800.0,4035980.0,1667870.0,1523280.0,7337510.0,0.0,0.0,0.0,0.0,0.0,1114050.0,0.0,2329970.0,0.0
271,122.546927682659,792.752164806522,5522900,0.0,58202100.0,1270090.0,0.0,1035550.0,1220550.0,797091.0,1048380.0,784643.0,0.0,0.0,0.0,0.0,0.0,0.0,375294.0,0.0,1541140.0
272,207.097069572264,746.218095957899,5949480,13637800.0,1662980.0,1555100.0,1388160.0,2405290.0,2523130.0,2134310.0,21413400.0,4968150.0,0.0,0.0,0.0,0.0,14886400.0,0.0,0.0,1852990.0,0.0
273,114.040440798848,30.4256202110471,116866000,159283008.0,159020000.0,187592992.0,13620500.0,15275900.0,20504400.0,0.0,728838976.0,107983000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,430.913055503897,753.594298538878,5643550,3590480.0,3236850.0,2610660.0,4686320.0,7084180.0,6429300.0,7029930.0,5130460.0,9536230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5527870.0,1918480.0
275,191.179118964175,417.46994108024694,4320480,8630550.0,14626300.0,7359470.0,3491340.0,3303670.0,3242600.0,2305380.0,2242160.0,2252510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1399990.0,1536230.0
276,139.110376576999,772.6601465358009,3686150,1601760.0,1414190.0,1532950.0,2748970.0,3091220.0,2220130.0,5148270.0,2480880.0,9533790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4020090.0,3840680.0
277,378.92521810816703,19.7482019026708,5071820,8759600.0,8000100.0,12431100.0,0.0,0.0,6302260.0,5557440.0,6844160.0,12967200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,267.168400140243,456.630751635997,1826310,1454850.0,1458720.0,2026860.0,1765770.0,1747580.0,2022270.0,1625220.0,1925480.0,2292160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2072860.0,1722930.0
279,273.166636541877,262.637392599972,4450570,6869060.0,6265320.0,4243410.0,4739460.0,4768510.0,3745480.0,4868650.0,5307390.0,2811100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2911280.0,3905030.0
280,522.354729352685,458.824041530805,438079008,1067369984.0,1412240000.0,2009789952.0,22656800.0,23255400.0,31545000.0,200776992.0,171232000.0,309755008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3555970.0,2392920.0
281,251.18488869690898,262.250370521998,3489960,4983570.0,3848300.0,3513700.0,3043820.0,3459080.0,3360680.0,3269890.0,2955630.0,2905560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3672560.0,3484740.0
282,130.15889222664498,174.683497592859,5479410,6419270.0,6148020.0,4974430.0,7045050.0,7010970.0,5941270.0,4241440.0,4695040.0,3725570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5573700.0,4757540.0
283,213.14596230747298,326.992425878368,1775640,2908550.0,2521510.0,1225400.0,1909620.0,1759550.0,0.0,2001020.0,1995340.0,1133480.0,0.0,0.0,0.0,0.0,1367300.0,1354260.0,1581860.0,0.0,1549750.0
284,177.101422468185,750.115682546184,13563000,1642550.0,1779320.0,2156150.0,2465700.0,2867720.0,3317790.0,2931320.0,3055800.0,5369500.0,0.0,0.0,0.0,0.0,131835000.0,0.0,0.0,2255220.0,0.0
285,274.26583488869096,366.19919655641297,135207008,139774000.0,1727150.0,158448000.0,171314000.0,0.0,0.0,144719008.0,171199008.0,177332000.0,116454000.0,120413000.0,0.0,132139000.0,156424992.0,0.0,132535000.0,0.0,0.0
286,176.97172598130902,10.703853808497199,6715090,10099500.0,9584380.0,0.0,3774150.0,9749400.0,5317230.0,4834920.0,7082760.0,9594040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2978980.0,7394010.0
287,267.157711593011,278.166369944071,2029140,2497670.0,1931360.0,1314120.0,2268620.0,2000960.0,1576920.0,2157440.0,2244960.0,1300150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1990880.0,2518590.0
288,165.054462080619,31.448364043925,26519100,51796700.0,77304304.0,89148896.0,6728930.0,6786310.0,6444200.0,24471600.0,24191800.0,26394200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1758040.0,1719970.0
289,213.113139587434,719.313369467225,2606670,1561220.0,1546390.0,1383440.0,2103500.0,3146820.0,3367420.0,2944320.0,2953530.0,3893360.0,0.0,0.0,0.0,0.0,3392220.0,0.0,0.0,0.0,1273680.0
290,850.250381986031,673.924420824709,3495960,3649330.0,5310180.0,6276070.0,1091490.0,0.0,2815850.0,1285390.0,3806810.0,8974400.0,0.0,0.0,0.0,0.0,0.0,828936.0,1052210.0,4051140.0,0.0
291,332.27736132128103,415.334470384683,10580600,28546300.0,46675300.0,1067670.0,10029500.0,8603460.0,7098210.0,5274050.0,7404050.0,4007580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2461740.0,2963900.0
292,786.598240786557,754.785700678284,60876700,0.0,2426490.0,1680310.0,39571600.0,0.0,58449400.0,0.0,6224530.0,11244900.0,0.0,0.0,13184800.0,6392460.0,0.0,62243000.0,108540000.0,257638000.0,162924992.0
293,834.5955813811211,734.159507557267,8501680,0.0,1338660.0,1235280.0,17395200.0,0.0,31544900.0,0.0,5883500.0,10428100.0,5274420.0,7382240.0,4642110.0,2226370.0,0.0,8979500.0,0.0,5689870.0,0.0
294,214.917130566721,785.396604047455,2810930,0.0,1805690.0,1760810.0,4073060.0,3760390.0,3798630.0,0.0,1511400.0,5790710.0,1803750.0,0.0,0.0,0.0,0.0,2245700.0,0.0,3185710.0,2581520.0
295,204.11450218712503,745.7344619895571,1796110,1580070.0,1547110.0,0.0,1394260.0,1704190.0,2454120.0,1668810.0,1752720.0,2502710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1733200.0,1359260.0
296,229.11826522759702,27.601419963563103,21701300,61298000.0,59351600.0,52020000.0,4841460.0,4271970.0,3663850.0,19313300.0,18318000.0,15636500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,338.340943334442,623.223782389189,14581900,28536800.0,39027100.0,41721400.0,1820900.0,1877460.0,5111670.0,6457000.0,9127180.0,23039300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1951620.0,0.0
298,209.176564058418,403.451751182329,2505860,2404040.0,3340350.0,5349360.0,2500900.0,2086160.0,2355290.0,1777630.0,0.0,2198390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1961320.0,1520950.0
299,159.025639513284,18.7762330956513,16978300,1776180.0,1544690.0,1644550.0,0.0,0.0,0.0,60933900.0,58701900.0,1306230.0,0.0,0.0,0.0,0.0,0.0,15756000.0,1829200.0,16359800.0,0.0
300,122.54693351784901,36.2112560871795,1008340,892933.0,2778150.0,0.0,979556.0,1111710.0,0.0,0.0,4876840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,760.6086653553771,739.7223525889191,68773600,2497850.0,3328830.0,0.0,6309270.0,0.0,7148230.0,0.0,0.0,2969290.0,85254600.0,0.0,0.0,0.0,0.0,242972992.0,371696992.0,30061300.0,3366770.0
302,494.84221292213,19.023302963758102,4419170,5448740.0,6965800.0,12328100.0,0.0,0.0,4138690.0,3859540.0,5325460.0,10544500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,219.02181104289102,19.2536185428738,3924950,6726360.0,8233210.0,14651100.0,0.0,1468130.0,0.0,2510550.0,3618310.0,5966750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,429.365184375325,670.750743796248,29585000,50508600.0,144359008.0,2144920.0,5406660.0,5353150.0,23057300.0,17708000.0,23352800.0,51052900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,856267.0,0.0
305,199.12573464408501,745.0636179289779,3280140,2694770.0,3626810.0,3335360.0,2742490.0,3456910.0,0.0,3261590.0,3020380.0,5266760.0,0.0,0.0,0.0,0.0,0.0,2310760.0,3431530.0,0.0,2934140.0
306,356.908940977334,17.5649598159319,350549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664755.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1068120.0,1060860.0
307,723.58387462397,603.004540117797,6342240,5592990.0,19973400.0,31020800.0,956078.0,2086590.0,1623560.0,1355100.0,1421000.0,2461460.0,0.0,0.0,0.0,0.0,1406690.0,0.0,0.0,0.0,0.0
308,147.018994096662,24.187799496076398,2239880,201961.0,3816880.0,4046810.0,1300470.0,1315180.0,1320190.0,3547990.0,4033520.0,5055730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,191.12876542460603,751.7775254638659,2212580,1861650.0,1851030.0,0.0,1737960.0,2004090.0,2634950.0,2237040.0,2403910.0,3240550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2068020.0,1441480.0
310,150.05821084596099,26.052571195602198,58985000,166478000.0,163551008.0,143026000.0,14369500.0,14105200.0,11933600.0,0.0,67409000.0,57716300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3355690.0,3263730.0
311,131.960901941261,34.072037571917,6343640,7339310.0,6752070.0,7148790.0,0.0,8400910.0,7992770.0,1499700.0,1516400.0,10856200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6748730.0,5642620.0
312,174.127522165518,463.183297427184,1354650,1470200.0,0.0,0.0,1503630.0,1420040.0,0.0,1220910.0,1355480.0,1701830.0,0.0,0.0,964498.0,1288360.0,1289630.0,0.0,0.0,0.0,1297640.0
313,165.12371481026,754.469889068371,19113400,2169350.0,2346850.0,1895520.0,30246900.0,43367900.0,37938200.0,45644800.0,3255570.0,36372500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2816400.0,0.0
314,383.115697817874,21.198847582977898,11282500,8985640.0,24276100.0,42464600.0,2904250.0,4143540.0,6333960.0,6851960.0,7902870.0,18944900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1299200.0,0.0
315,681.649627986606,602.926509088699,2234550,0.0,1078720.0,1940540.0,2001910.0,1139040.0,5188320.0,899222.0,1941210.0,5457960.0,0.0,0.0,0.0,0.0,1488590.0,0.0,0.0,1729340.0,0.0
316,114.011521462786,729.1022112073241,15038000,0.0,1565650.0,0.0,0.0,1949270.0,0.0,0.0,0.0,3401130.0,2247190.0,2294890.0,0.0,1315470.0,144448000.0,1402640.0,1927120.0,2571700.0,0.0
317,236.938305788579,813.074891557372,27811500,0.0,27420900.0,0.0,24395800.0,0.0,30784700.0,0.0,21490300.0,25934900.0,38137000.0,36322800.0,0.0,0.0,0.0,0.0,28440600.0,27812200.0,18893200.0
318,156.064062561759,20.5005968920145,2581180,0.0,0.0,14495900.0,0.0,0.0,4948060.0,1715230.0,0.0,0.0,0.0,0.0,0.0,0.0,2196550.0,0.0,0.0,2523380.0,0.0
319,371.149591394196,551.115977105932,10305300,3300650.0,3925980.0,2359970.0,0.0,0.0,1071500.0,1205310.0,0.0,2377530.0,25428900.0,38323500.0,0.0,23927300.0,0.0,0.0,0.0,0.0,0.0
320,352.897219305685,21.6710769417744,4208870,0.0,0.0,0.0,0.0,0.0,0.0,11554300.0,16801900.0,13732500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,249.004410335644,38.1350620666856,5471210,11568600.0,13673700.0,313143.0,0.0,965981.0,954714.0,5999940.0,5557070.0,8330880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3950960.0,3397150.0
322,502.292071495112,426.58882657322096,17423600,60385000.0,67087200.0,2571160.0,1222880.0,1287110.0,1410840.0,8690510.0,11347500.0,19063800.0,1170400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323,189.00390853601897,32.076925160097495,2417840,1556890.0,4219790.0,5007190.0,922621.0,1075450.0,1037540.0,2588370.0,2919370.0,3661910.0,0.0,0.0,0.0,0.0,0.0,0.0,1189280.0,0.0,0.0
324,546.353472905287,447.660304081728,61828000,146774000.0,162107008.0,263903008.0,3115830.0,1658480.0,2288110.0,15429800.0,17567800.0,4654830.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781231.0,0.0
325,782.572886853646,593.1939524704039,476369984,61929100.0,7638650.0,12892300.0,0.0,0.0,0.0,0.0,22780800.0,75596704.0,1499529984.0,2048579968.0,520088992.0,514664000.0,0.0,0.0,0.0,0.0,0.0
326,430.378496264178,665.273929313883,24000400,41493800.0,0.0,64780800.0,7863070.0,6089960.0,0.0,20214800.0,33296500.0,62543200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1347660.0,933929.0
327,187.038220250063,19.519209932975897,4120020,3322750.0,5913060.0,10289300.0,0.0,0.0,1399870.0,0.0,1064120.0,2932250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2687170.0,11939800.0
328,158.037050502277,15.7357588474926,3811180,10779700.0,0.0,6896200.0,0.0,9126240.0,0.0,4264940.0,275131.0,3071170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2067700.0,1630740.0
329,110.019900502308,15.3213118956863,9141460,0.0,10464900.0,4634870.0,30656000.0,17597400.0,6115770.0,11820100.0,10125600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330,146.073812672699,24.0610552542372,8240040,3059180.0,2916430.0,2687870.0,7913650.0,0.0,0.0,20099300.0,18044100.0,22213300.0,0.0,0.0,0.0,0.0,1417330.0,0.0,1966730.0,0.0,0.0
331,102.033731514678,16.467081651100198,3597100,1585090.0,3720480.0,1607290.0,2189530.0,4715410.0,1595230.0,5580870.0,4893890.0,2140400.0,0.0,0.0,0.0,0.0,0.0,0.0,7942830.0,0.0,0.0
332,725.5558154641901,559.778029948989,171130000,95517696.0,51798500.0,80716896.0,0.0,0.0,0.0,10229700.0,7918720.0,15513400.0,352075008.0,355872992.0,318624000.0,423038016.0,0.0,0.0,0.0,0.0,0.0
333,270.977559329817,23.7248780387795,9723940,45921100.0,1401240.0,1276960.0,976613.0,1223800.0,1357670.0,12971000.0,14273900.0,17837100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334,121.07185035466298,19.8949624171721,3862360,6626770.0,5459780.0,4465170.0,2407380.0,2754230.0,1906570.0,5191510.0,5474120.0,4338020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,770.543679877592,525.891117968846,12025600,5096130.0,25501300.0,1456550.0,0.0,0.0,0.0,5113820.0,1948130.0,12458800.0,0.0,2555080.0,0.0,0.0,0.0,12495000.0,19202200.0,34428800.0,0.0
336,544.339403204541,450.65534958790994,61631300,2141130.0,451743008.0,2075310.0,1879540.0,5547370.0,1722550.0,26268600.0,23574300.0,100289000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1072410.0,0.0
337,537.534438491076,736.7385142621831,2085430,2045250.0,1779760.0,1062930.0,0.0,0.0,4102320.0,0.0,1926100.0,3043660.0,0.0,0.0,0.0,0.0,0.0,1205500.0,1155360.0,1970400.0,2563000.0
338,768.574191502406,573.974549892193,55005100,0.0,5481660.0,8270560.0,0.0,0.0,0.0,0.0,2130580.0,3518740.0,22047600.0,20995300.0,8866430.0,12094300.0,0.0,216544000.0,250102000.0,0.0,0.0
339,124.109297210404,789.3102452756191,39188900,0.0,1601390.0,0.0,2123270.0,0.0,2966570.0,2547480.0,374112992.0,2848190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2249150.0,1806410.0
340,498.900415199701,779.702853949305,3124320,0.0,1007570.0,1290700.0,2150940.0,4655220.0,3948970.0,0.0,2693170.0,5656770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1571530.0,1009770.0
341,113.050883102725,14.803660258969,1861130,0.0,297947.0,0.0,2536050.0,2585170.0,1774570.0,0.0,0.0,215941.0,0.0,0.0,299506.0,296989.0,0.0,0.0,0.0,3253620.0,3665180.0
342,239.148542661122,749.527742405088,3571520,0.0,2912610.0,3079210.0,3520540.0,3855900.0,3882370.0,3108450.0,3764220.0,4653310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3630960.0,0.0
343,832.581094754752,762.009772510289,19679600,0.0,2270420.0,2295900.0,0.0,0.0,1379890.0,0.0,0.0,0.0,15226800.0,20101800.0,10630400.0,8079010.0,0.0,57876400.0,70991600.0,0.0,7943810.0
344,188.978170393927,695.7203420314889,1881240,0.0,1926940.0,1978280.0,2073810.0,1995810.0,3349900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1782960.0,0.0,0.0,2887740.0,0.0
345,138.054785813661,22.3014586334311,3264810,0.0,0.0,0.0,3719520.0,3489950.0,3376140.0,5571780.0,5239680.0,4697220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2187330.0,2155130.0
346,306.893124538144,724.0129990850571,2184740,0.0,0.0,0.0,2453330.0,2651340.0,2791170.0,2333460.0,1835370.0,0.0,0.0,0.0,0.0,0.0,2747360.0,0.0,0.0,2212620.0,1666960.0
347,123.043894419601,30.4319691517781,7885420,14826200.0,14352000.0,15810500.0,1995230.0,1977680.0,2017680.0,5649200.0,6793880.0,7546420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348,133.096911182587,14.0421185202209,1139580,0.0,2676860.0,0.0,0.0,0.0,1243370.0,2066180.0,1933900.0,2335920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,542.32187146248,424.169297060378,43323900,117732000.0,136046000.0,119555000.0,2921900.0,2322870.0,2320970.0,2490910.0,2311410.0,4214090.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,328.924802710758,18.9902128663565,4193800,5255150.0,9254330.0,14677100.0,0.0,0.0,0.0,2203370.0,2454050.0,3434440.0,0.0,0.0,250265.0,215484.0,0.0,0.0,0.0,0.0,0.0
351,276.900719108099,18.789189130668603,3833650,7158930.0,5062860.0,10327700.0,0.0,0.0,0.0,0.0,4029330.0,4428790.0,0.0,0.0,0.0,0.0,1302570.0,0.0,2192650.0,0.0,0.0
352,316.247620875155,357.42667047112394,19852400,52863400.0,47787600.0,52562000.0,1375030.0,1133130.0,1246480.0,8050430.0,6875730.0,6777460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353,265.11770557646304,197.155258287063,21920200,50365700.0,53386000.0,59790800.0,1785960.0,1930510.0,2145340.0,8256390.0,9075490.0,10545800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354,307.084878075823,230.866030985883,18917000,43886300.0,45301800.0,52478300.0,1531880.0,1618410.0,1511990.0,8081060.0,7180110.0,8662760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355,482.327503510859,480.956240810713,25976200,40507000.0,58651200.0,101005000.0,1463590.0,1665010.0,2052580.0,9808430.0,10389800.0,8243550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
