G1	G2	G3	G4	G5	G6	GNPSLinkout_Cluster	GNPSLinkout_Network	LibraryID	MQScore	RTConsensus	RTMean	RTStdErr	SpectrumID	SumPeakIntensity	UniqueFileSourcesCount	cluster index	componentindex	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"282.0","main.cluster index_upperinput":"282.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=15&task=fdaa55d8a7254a1596017d472f455398&show=true	N/A	N/A	27.2750	27.2750	0	N/A	17754640.875	5	282	15	5	123.0439	1	123.0439	17754640.875
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"283.0","main.cluster index_upperinput":"283.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=59&task=fdaa55d8a7254a1596017d472f455398&show=true	N/A	N/A	717.4140	717.4140	0	N/A	13484051.0	5	283	59	5	663.4527	1	663.4527	13484051.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"284.0","main.cluster index_upperinput":"284.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=116&task=fdaa55d8a7254a1596017d472f455398&show=true	N/A	N/A	21.7301	21.7301	0	N/A	191128755.8125	5	284	116	5	130.0497	1	130.0497	191128755.8125
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"285.0","main.cluster index_upperinput":"285.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=27&task=fdaa55d8a7254a1596017d472f455398&show=true	N/A	N/A	401.7706	401.7706	0	N/A	71321985.0	5	285	27	5	370.2950	1	370.2950	71321985.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"286.0","main.cluster index_upperinput":"286.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=5&task=fdaa55d8a7254a1596017d472f455398&show=true	N/A	N/A	26.6916	26.6916	0	N/A	8575829.375	5	286	5	5	177.1020	1	177.1020	8575829.375
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"287.0","main.cluster index_upperinput":"287.0"}	This Node is a Singleton	N/A	N/A	560.6809	560.6809	0	N/A	580105330.0	5	287	-1	5	800.5273	2	400.7636	580105330.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"288.0","main.cluster index_upperinput":"288.0"}	This Node is a Singleton	N/A	N/A	684.9796	684.9796	0	N/A	41731210.0	5	288	-1	5	663.4951	1	663.4951	41731210.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"289.0","main.cluster index_upperinput":"289.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=25&task=fdaa55d8a7254a1596017d472f455398&show=true	URSODEOXYCHOLATE	0.932698	437.5661	437.5661	0	CCMSLIB00005463880	37243764.0	5	289	25	5	357.2784	1	357.2784	37243764.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"290.0","main.cluster index_upperinput":"290.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=5&task=fdaa55d8a7254a1596017d472f455398&show=true	N/A	N/A	474.7633	474.7633	0	N/A	17073112.0	5	290	5	5	459.3551	1	459.3551	17073112.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"291.0","main.cluster index_upperinput":"291.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=27&task=fdaa55d8a7254a1596017d472f455398&show=true	Palmitoylcarnitine	0.987269	448.2837	448.2837	0	CCMSLIB00004691403	87336485.0	5	291	27	5	400.3415	1	400.3415	87336485.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"292.0","main.cluster index_upperinput":"292.0"}	This Node is a Singleton	N/A	N/A	18.6812	18.6812	0	N/A	111991971.0	5	292	-1	5	191.0400	1	191.0400	111991971.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"293.0","main.cluster index_upperinput":"293.0"}	This Node is a Singleton	N/A	N/A	27.9790	27.9790	0	N/A	106282826.0	5	293	-1	5	231.0836	1	231.0836	106282826.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"294.0","main.cluster index_upperinput":"294.0"}	This Node is a Singleton	N/A	N/A	114.5943	114.5943	0	N/A	48554541.0	5	294	-1	5	284.2060	1	284.2060	48554541.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"295.0","main.cluster index_upperinput":"295.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=150&task=fdaa55d8a7254a1596017d472f455398&show=true	N/A	N/A	398.6682	398.6682	0	N/A	25235996.0	5	295	150	5	526.2641	1	526.2641	25235996.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"296.0","main.cluster index_upperinput":"296.0"}	This Node is a Singleton	N/A	N/A	455.2237	455.2237	0	N/A	39011640.0	5	296	-1	5	584.3077	2	292.6539	39011640.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"297.0","main.cluster index_upperinput":"297.0"}	This Node is a Singleton	N/A	N/A	438.7046	438.7046	0	N/A	33051929.0	5	297	-1	5	516.2456	2	258.6228	33051929.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"298.0","main.cluster index_upperinput":"298.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=88&task=fdaa55d8a7254a1596017d472f455398&show=true	N/A	N/A	338.9397	338.9397	0	N/A	89083407.0	5	298	88	5	2210.8593	3	737.6198	89083407.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"299.0","main.cluster index_upperinput":"299.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=108&task=fdaa55d8a7254a1596017d472f455398&show=true	Spectral Match to Bilirubin from METLIN	0.971294	616.7148	616.7148	0	CCMSLIB00003136956	48000806.0	5	299	108	5	585.2695	1	585.2695	48000806.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"300.0","main.cluster index_upperinput":"300.0"}	This Node is a Singleton	N/A	N/A	366.8731	366.8731	0	N/A	60404674.0	5	300	-1	5	512.3341	1	512.3341	60404674.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"301.0","main.cluster index_upperinput":"301.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=5&task=fdaa55d8a7254a1596017d472f455398&show=true	N/A	N/A	769.1735	769.1735	0	N/A	112916670.0	5	301	5	5	166.0974	1	166.0974	112916670.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"302.0","main.cluster index_upperinput":"302.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=37&task=fdaa55d8a7254a1596017d472f455398&show=true	N/A	N/A	451.7699	451.7699	0	N/A	67304800.0	5	302	37	5	591.2902	2	296.1451	67304800.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"303.0","main.cluster index_upperinput":"303.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=19&task=fdaa55d8a7254a1596017d472f455398&show=true	N/A	N/A	373.5891	373.5891	0	N/A	135189011.0	5	303	19	5	2203.1133	2	1102.0566	135189011.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"304.0","main.cluster index_upperinput":"304.0"}	This Node is a Singleton	Spectral Match to Hydrocortisone from NIST14	0.935526	320.5962	320.5962	0	CCMSLIB00003134544	32026604.0	5	304	-1	5	363.2164	1	363.2164	32026604.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"305.0","main.cluster index_upperinput":"305.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=6&task=fdaa55d8a7254a1596017d472f455398&show=true	N/A	N/A	608.3847	608.3847	0	N/A	233914914.0	5	305	6	5	780.5509	1	780.5509	233914914.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"306.0","main.cluster index_upperinput":"306.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=fdaa55d8a7254a1596017d472f455398&show=true	N/A	N/A	775.9297	775.9297	0	N/A	34750769.0	5	306	2	5	820.5233	2	410.7617	34750769.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"307.0","main.cluster index_upperinput":"307.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=16&task=fdaa55d8a7254a1596017d472f455398&show=true	N/A	N/A	23.8690	23.8690	0	N/A	46616306.0	5	307	16	5	403.0093	1	403.0093	46616306.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"308.0","main.cluster index_upperinput":"308.0"}	This Node is a Singleton	N/A	N/A	30.7909	30.7909	0	N/A	22492668.0	5	308	-1	5	578.4413	1	578.4413	22492668.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"309.0","main.cluster index_upperinput":"309.0"}	This Node is a Singleton	N/A	N/A	771.5756	771.5756	0	N/A	107132688.0	5	309	-1	5	180.9894	1	180.9894	107132688.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"310.0","main.cluster index_upperinput":"310.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=34&task=fdaa55d8a7254a1596017d472f455398&show=true	N/A	N/A	114.7816	114.7816	0	N/A	62136472.0	5	310	34	5	239.1486	1	239.1486	62136472.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"311.0","main.cluster index_upperinput":"311.0"}	This Node is a Singleton	N/A	N/A	22.8218	22.8218	0	N/A	24682727.375	5	311	-1	5	212.9992	1	212.9992	24682727.375
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"312.0","main.cluster index_upperinput":"312.0"}	This Node is a Singleton	N/A	N/A	268.4590	268.4590	0	N/A	62384550.0	5	312	-1	5	185.1146	1	185.1146	62384550.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"313.0","main.cluster index_upperinput":"313.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=40&task=fdaa55d8a7254a1596017d472f455398&show=true	ACARBOSE	0.822624	759.4266	759.4266	0	CCMSLIB00004721671	8110743.0	5	313	40	5	684.2023	1	684.2023	8110743.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"314.0","main.cluster index_upperinput":"314.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=10&task=fdaa55d8a7254a1596017d472f455398&show=true	Spectral Match to 1-Octadecanoyl-2-octadecenoyl-sn-glycero-3-phosphocholine from NIST14	0.962334	769.2155	769.2155	0	CCMSLIB00003134596	72547733.0	5	314	10	5	788.6136	1	788.6136	72547733.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"315.0","main.cluster index_upperinput":"315.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=6&task=fdaa55d8a7254a1596017d472f455398&show=true	N/A	N/A	576.7123	576.7123	0	N/A	209746538.0	5	315	6	5	834.5955	1	834.5955	209746538.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"316.0","main.cluster index_upperinput":"316.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=10&task=fdaa55d8a7254a1596017d472f455398&show=true	Spectral Match to 1,2-Dipalmitoleoyl-sn-glycero-3-phosphocholine from NIST14	0.988438	578.7167	578.7167	0	CCMSLIB00003139363	209000704.0	5	316	10	5	730.5351	1	730.5351	209000704.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"317.0","main.cluster index_upperinput":"317.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=10&task=fdaa55d8a7254a1596017d472f455398&show=true	N/A	N/A	767.1397	767.1397	0	N/A	106721834.0	5	317	10	5	812.6119	1	812.6119	106721834.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"318.0","main.cluster index_upperinput":"318.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=6&task=fdaa55d8a7254a1596017d472f455398&show=true	N/A	N/A	585.1238	585.1238	0	N/A	62593757.0	5	318	6	5	768.5898	1	768.5898	62593757.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"319.0","main.cluster index_upperinput":"319.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=6&task=fdaa55d8a7254a1596017d472f455398&show=true	Spectral Match to N-Oleoyl-D-erythro-sphingosylphosphorylcholine from NIST14	0.862448	577.2255	577.2255	0	CCMSLIB00003137195	76155340.0	5	319	6	5	751.5710	1	751.5710	76155340.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"320.0","main.cluster index_upperinput":"320.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=18&task=fdaa55d8a7254a1596017d472f455398&show=true	N/A	N/A	3.0256	3.0256	0	N/A	1780034.53125	5	320	18	5	110.0199	1	110.0199	1780034.53125
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"321.0","main.cluster index_upperinput":"321.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=72&task=fdaa55d8a7254a1596017d472f455398&show=true	N/A	N/A	16.7951	16.7951	0	N/A	168073490.0	5	321	72	5	362.9260	1	362.9260	168073490.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"322.0","main.cluster index_upperinput":"322.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=6&task=fdaa55d8a7254a1596017d472f455398&show=true	N/A	N/A	766.5660	766.5660	0	N/A	42556841.375	5	322	6	5	850.5534	1	850.5534	42556841.375
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"323.0","main.cluster index_upperinput":"323.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=102&task=fdaa55d8a7254a1596017d472f455398&show=true	N/A	N/A	611.0823	611.0823	0	N/A	9817785.0	5	323	102	5	633.1488	1	633.1488	9817785.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"324.0","main.cluster index_upperinput":"324.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=18&task=fdaa55d8a7254a1596017d472f455398&show=true	N/A	N/A	771.8570	771.8570	0	N/A	173300346.0	5	324	18	5	205.0168	1	205.0168	173300346.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"325.0","main.cluster index_upperinput":"325.0"}	This Node is a Singleton	N/A	N/A	372.3010	372.3010	0	N/A	20500974.0	5	325	-1	5	223.0635	1	223.0635	20500974.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"326.0","main.cluster index_upperinput":"326.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=7&task=fdaa55d8a7254a1596017d472f455398&show=true	N/A	N/A	767.2535	767.2535	0	N/A	203166800.0	5	326	7	5	1612.1308	2	806.5654	203166800.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"327.0","main.cluster index_upperinput":"327.0"}	This Node is a Singleton	N/A	N/A	589.7173	589.7173	0	N/A	121309400.0	5	327	-1	5	744.5517	1	744.5517	121309400.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"328.0","main.cluster index_upperinput":"328.0"}	This Node is a Singleton	N/A	N/A	773.9204	773.9204	0	N/A	21561599.0	4	328	-1	4	739.5135	2	370.2568	21561599.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"329.0","main.cluster index_upperinput":"329.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=32&task=fdaa55d8a7254a1596017d472f455398&show=true	N/A	N/A	97.9831	97.9831	0	N/A	63648748.0	4	329	32	4	272.2325	1	272.2325	63648748.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"330.0","main.cluster index_upperinput":"330.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=58&task=fdaa55d8a7254a1596017d472f455398&show=true	N/A	N/A	503.3130	503.3130	0	N/A	96715780.0	4	330	58	4	414.3210	1	414.3210	96715780.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"331.0","main.cluster index_upperinput":"331.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=41&task=fdaa55d8a7254a1596017d472f455398&show=true	N/A	N/A	574.0869	574.0869	0	N/A	55431168.0	4	331	41	4	469.3880	1	469.3880	55431168.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"332.0","main.cluster index_upperinput":"332.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=14&task=fdaa55d8a7254a1596017d472f455398&show=true	N/A	N/A	590.0710	590.0710	0	N/A	33148064.0	4	332	14	4	310.3092	1	310.3092	33148064.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"333.0","main.cluster index_upperinput":"333.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=45&task=fdaa55d8a7254a1596017d472f455398&show=true	N/A	N/A	358.5269	358.5269	0	N/A	42335167.0	4	333	45	4	2229.3544	2	1115.1772	42335167.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"334.0","main.cluster index_upperinput":"334.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=30&task=fdaa55d8a7254a1596017d472f455398&show=true	N/A	N/A	623.3832	623.3832	0	N/A	63472854.0	4	334	30	4	619.4901	1	619.4901	63472854.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"335.0","main.cluster index_upperinput":"335.0"}	This Node is a Singleton	N/A	N/A	682.1117	682.1117	0	N/A	32438736.0	4	335	-1	4	637.4794	1	637.4794	32438736.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"336.0","main.cluster index_upperinput":"336.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=14&task=fdaa55d8a7254a1596017d472f455398&show=true	Spectral Match to 9-Octadecenamide, (Z)- from NIST14	0.805303	552.7352	552.7352	0	CCMSLIB00003137650	44213770.0	4	336	14	4	282.2783	1	282.2783	44213770.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"337.0","main.cluster index_upperinput":"337.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=112&task=fdaa55d8a7254a1596017d472f455398&show=true	N/A	N/A	462.9840	462.9840	0	N/A	19348858.0	4	337	112	4	621.2707	1	621.2707	19348858.0
