#Scan#	Adduct	CAS_Number	Charge	Compound_Name	Compound_Source	Data_Collector	ExactMass	FileScanUniqueID	INCHI	INCHI_AUX	Instrument	IonMode	Ion_Source	LibMZ	LibraryName	LibraryQualityString	Library_Class	MQScore	MZErrorPPM	MassDiff	NumberHits	Organism	PI	Precursor_MZ	Pubmed_ID	RT_Query	SharedPeaks	Smiles	SpecCharge	SpecMZ	SpectrumFile	SpectrumID	TIC_Query	UpdateWorkflowName	tags
1348	M+H	53065	1	Cortisone	Isolated	NIST	0.0	spectra/specs_ms.mgf1348	InChI=1S/C21H28O5/c1-19-7-5-13(23)9-12(19)3-4-14-15-6-8-21(26,17(25)11-22)20(15,2)10-16(24)18(14)19/h9,14-15,18,22,26H,3-8,10-11H2,1-2H3/t14-,15-,18+,19-,20-,21-/m0/s1	N/A	Q-TOF	Positive	ESI	361.201	lib-00000.mgf	Bronze	3	0.802129	0.253468	9.15527e-05	1	NIST17	NIST	361.201	N/A	0	8	CC12CCC(=O)C=C1CCC3C2C(=O)CC4(C3CCC4(C(=O)CO)O)C	1	361.201	spectra/specs_ms.mgf	CCMSLIB00003185737	62870	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1350	M+H-C3H7O5P	28319779	1	Glycerophosphocholine	Isolated	NIST	0.0	spectra/specs_ms.mgf1350	InChI=1S/C8H20NO6P/c1-9(2,3)4-5-14-16(12,13)15-7-8(11)6-10/h8,10-11H,4-7H2,1-3H3/t8-/m1/s1	N/A	HCD	Positive	ESI	104.107	lib-00000.mgf	Bronze	3	0.989196	1.97867	0.000205994	1	NIST17	NIST	104.107	N/A	0	4	C[N+](C)(C)CCOP(=O)([O-])OCC(CO)O	1	104.107	spectra/specs_ms.mgf	CCMSLIB00003377772	2.5477e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1359	M+Na	19420565	1	1-Oleoyl-sn-glycero-3-phosphocholine	Isolated	NIST	0.0	spectra/specs_ms.mgf1359	InChI=1S/C26H52NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-26(29)32-23-25(28)24-34-35(30,31)33-22-21-27(2,3)4/h12-13,25,28H,5-11,14-24H2,1-4H3/b13-12-/t25-/m1/s1	N/A	HCD	Positive	ESI	544.337	lib-00000.mgf	Bronze	3	0.953868	3.13957	1086.67	1	NIST17	NIST	544.337	N/A	0	5	CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)O	3	544.339	spectra/specs_ms.mgf	CCMSLIB00003267894	1.08046e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 
136	Cat	62497	1	Choline cation	Isolated	NIST	0.0	spectra/specs_ms.mgf136	InChI=1S/C5H14NO/c1-6(2,3)4-5-7/h7H,4-5H2,1-3H3/q+1	N/A	HCD	Positive	ESI	104.107	lib-00000.mgf	Bronze	3	0.989095	45.143	206.185	1	NIST17	NIST	104.107	N/A	0	4	C[N+](C)(C)CCO	3	104.102	spectra/specs_ms.mgf	CCMSLIB00003476199	3.70516e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1366	M+H-H2O	660888	1	5-Aminovaleric acid	Isolated	NIST	0.0	spectra/specs_ms.mgf1366	InChI=1S/C5H11NO2/c6-4-2-1-3-5(7)8/h1-4,6H2,(H,7,8)	N/A	Q-TOF	Positive	ESI	100.076	lib-00000.mgf	Bronze	3	0.763624	1.98214	0.000198364	1	NIST17	NIST	100.076	N/A	0	3	C(CCN)CC(=O)O	1	100.076	spectra/specs_ms.mgf	CCMSLIB00003184608	2.59695e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1367	M+Na	78513	1	Tris(2-butoxyethyl) phosphate	Isolated	NIST	0.0	spectra/specs_ms.mgf1367	InChI=1S/C18H39O7P/c1-4-7-10-20-13-16-23-26(19,24-17-14-21-11-8-5-2)25-18-15-22-12-9-6-3/h4-18H2,1-3H3	N/A	HCD	Positive	ESI	421.233	lib-00000.mgf	Bronze	3	0.927882	1.44897	420.224	1	NIST17	NIST	421.233	N/A	0	4	CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC	2	421.232	spectra/specs_ms.mgf	CCMSLIB00003265665	197299	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1371	M+H	112845	1	Erucamide	Isolated	NIST	0.0	spectra/specs_ms.mgf1371	InChI=1S/C22H43NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h9-10H,2-8,11-21H2,1H3,(H2,23,24)/b10-9-	N/A	HCD	Positive	ESI	338.342	lib-00000.mgf	Bronze	3	0.885543	1.80395	0.000610352	1	NIST17	NIST	338.342	N/A	0	8	CCCCCCCCC=CCCCCCCCCCCCC(=O)N	1	338.341	spectra/specs_ms.mgf	CCMSLIB00003270773	198499	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1390	M+H	86288111	1	1-Hexadecyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine	Isolated	NIST	0.0	spectra/specs_ms.mgf1390	InChI=1S/C44H82NO7P/c1-6-8-10-12-14-16-18-20-22-23-24-25-27-29-31-33-35-37-44(46)52-43(42-51-53(47,48)50-40-38-45(3,4)5)41-49-39-36-34-32-30-28-26-21-19-17-15-13-11-9-7-2/h14,16,20,22,24-25,29,31,43H,6-13,15,17-19,21,23,26-28,30,32-42H2,1-5H3/b16-14-,22-20-,25-24-,31-29-	N/A	HCD	Positive	ESI	768.59	lib-00000.mgf	Bronze	3	0.980392	3.89118	0.00299072	1	NIST17	NIST	768.59	N/A	0	7	CCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCC=CCC=CCC=CCC=CCCCCC	1	768.587	spectra/specs_ms.mgf	CCMSLIB00003503310	1.35122e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1403	Cat-C2H4	214599005	1	1,2-Dipalmitoyl-sn-glycero-O-ethyl-3-phosphatidylcholine cation	Isolated	NIST	0.0	spectra/specs_ms.mgf1403	InChI=1S/C42H85NO8P/c1-7-10-12-14-16-18-20-22-24-26-28-30-32-34-41(44)47-38-40(39-50-52(46,48-9-3)49-37-36-43(4,5)6)51-42(45)35-33-31-29-27-25-23-21-19-17-15-13-11-8-2/h40H,7-39H2,1-6H3/q+1/t40-,52?/m1/s1	N/A	HCD	Positive	ESI	734.569	lib-00000.mgf	Bronze	3	0.988285	1.66179	0.0012207	1	NIST17	NIST	734.569	N/A	0	8	CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(OCC)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC	1	734.568	spectra/specs_ms.mgf	CCMSLIB00003582214	2.57038e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1404	M+H	59491622	1	1-Oleoyl-2-palmitoyl-sn-glycero-3-phosphocholine	Isolated	NIST	0.0	spectra/specs_ms.mgf1404	InChI=1S/C42H82NO8P/c1-6-8-10-12-14-16-18-20-21-23-24-26-28-30-32-34-41(44)48-38-40(39-50-52(46,47)49-37-36-43(3,4)5)51-42(45)35-33-31-29-27-25-22-19-17-15-13-11-9-7-2/h20-21,40H,6-19,22-39H2,1-5H3/b21-20-/t40-/m1/s1	N/A	HCD	Positive	ESI	760.585	lib-00000.mgf	Bronze	3	0.980529	2.72842	0.0020752	1	NIST17	NIST	760.585	N/A	0	6	CCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C	1	760.583	spectra/specs_ms.mgf	CCMSLIB00003268413	8.44366e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1415	M+H-NH3	616079	1	DL-Ornithine	Isolated	NIST	0.0	spectra/specs_ms.mgf1415	InChI=1S/C5H12N2O2/c6-3-1-2-4(7)5(8)9/h4H,1-3,6-7H2,(H,8,9)	N/A	HCD	Positive	ESI	116.071	lib-00000.mgf	Bronze	3	0.990856	1.77473	0.000205994	1	NIST17	NIST	116.071	N/A	0	3	C(CC(C(=O)O)N)CN	1	116.07	spectra/specs_ms.mgf	CCMSLIB00003460247	2.85091e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1423	M+H	53862354	1	1-Palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine	Isolated	NIST	0.0	spectra/specs_ms.mgf1423	InChI=1S/C21H44NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-21(24)27-18-20(23)19-29-30(25,26)28-17-16-22/h20,23H,2-19,22H2,1H3,(H,25,26)/t20-/m1/s1	N/A	HCD	Positive	ESI	454.293	lib-00000.mgf	Bronze	3	0.840942	4.36644	0.00198364	1	NIST17	NIST	454.293	N/A	0	9	CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[NH3+])O	1	454.291	spectra/specs_ms.mgf	CCMSLIB00003269308	390266	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1429	M+H-H2O	552636	1	Tropic acid	Isolated	NIST	0.0	spectra/specs_ms.mgf1429	InChI=1S/C9H10O3/c10-6-8(9(11)12)7-4-2-1-3-5-7/h1-5,8,10H,6H2,(H,11,12)	N/A	Q-TOF	Positive	ESI	149.06	lib-00000.mgf	Bronze	3	0.9141	1.94497	148.052	1	NIST17	NIST	149.06	N/A	0	4	C1=CC=C(C=C1)C(CO)C(=O)O	2	149.059	spectra/specs_ms.mgf	CCMSLIB00003184337	1.45442e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1442	M+H	541026	1	Decamethylcyclopentasiloxane	Isolated	NIST	0.0	spectra/specs_ms.mgf1442	InChI=1S/C10H30O5Si5/c1-16(2)11-17(3,4)13-19(7,8)15-20(9,10)14-18(5,6)12-16/h1-10H3	N/A	HCD	Positive	ESI	371.101	lib-00000.mgf	Bronze	3	0.702496	1.31576	0.000488281	1	NIST17	NIST	371.101	N/A	0	3	C[Si]1(O[Si](O[Si](O[Si](O[Si](O1)(C)C)(C)C)(C)C)(C)C)C	1	371.101	spectra/specs_ms.mgf	CCMSLIB00003271045	20343	UPDATE-SINGLE-ANNOTATED-BRONZE	 
145	M+H	112607	1	Tetraethylene glycol	Isolated	NIST	0.0	spectra/specs_ms.mgf145	InChI=1S/C8H18O5/c9-1-3-11-5-7-13-8-6-12-4-2-10/h9-10H,1-8H2	N/A	HCD	Positive	ESI	195.123	lib-00000.mgf	Bronze	3	0.92582	5.63047	388.228	1	NIST17	NIST	195.123	N/A	0	3	C(COCCOCCOCCO)O	3	195.122	spectra/specs_ms.mgf	CCMSLIB00003441004	84019	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1467	M+H	59403519	1	1-Palmitoyl-2-stearoyl-sn-glycero-3-phosphocholine	Isolated	NIST	0.0	spectra/specs_ms.mgf1467	InChI=1S/C42H84NO8P/c1-6-8-10-12-14-16-18-20-21-23-25-27-29-31-33-35-42(45)51-40(39-50-52(46,47)49-37-36-43(3,4)5)38-48-41(44)34-32-30-28-26-24-22-19-17-15-13-11-9-7-2/h40H,6-39H2,1-5H3/t40-/m1/s1	N/A	Q-TOF	Positive	ESI	762.601	lib-00000.mgf	Bronze	3	0.939584	2.88128	0.00219727	1	NIST17	NIST	762.601	N/A	0	5	CCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C	1	762.599	spectra/specs_ms.mgf	CCMSLIB00003173897	1.27241e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1469	M+H	90899222	1	p-Hydroxybenzoylecgonine	Isolated	NIST	0.0	spectra/specs_ms.mgf1469	InChI=1S/C16H19NO5/c1-17-10-4-7-12(17)14(15(19)20)13(8-10)22-16(21)9-2-5-11(18)6-3-9/h2-3,5-6,10,12-14,18H,4,7-8H2,1H3,(H,19,20)	N/A	Q-TOF	Positive	ESI	306.134	lib-00000.mgf	Bronze	3	0.945759	3.58874	0.00109863	1	NIST17	NIST	306.134	N/A	0	6	CN1C2CCC1C(C(C2)OC(=O)C3=CC=C(C=C3)O)C(=O)O	1	306.133	spectra/specs_ms.mgf	CCMSLIB00003189835	95799	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1471	M+H	111579	1	Stearoyl ethanolamide	Isolated	NIST	0.0	spectra/specs_ms.mgf1471	InChI=1S/C20H41NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-20(23)21-18-19-22/h22H,2-19H2,1H3,(H,21,23)	N/A	HCD	Positive	ESI	328.321	lib-00000.mgf	Bronze	3	0.80155	2.50966	0.000823975	1	NIST17	NIST	328.321	N/A	0	5	CCCCCCCCCCCCCCCCCC(=O)NCCO	1	328.32	spectra/specs_ms.mgf	CCMSLIB00003483714	90359	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1494	M+H	107447030	1	1-(1',3'-Benzodioxol-5'-yl)-2-butanamine	Isolated	NIST	0.0	spectra/specs_ms.mgf1494	InChI=1S/C11H15NO2/c1-2-9(12)5-8-3-4-10-11(6-8)14-7-13-10/h3-4,6,9H,2,5,7,12H2,1H3	N/A	HCD	Positive	ESI	194.118	lib-00000.mgf	Bronze	3	0.822971	1.02188	0.000198364	1	NIST17	NIST	194.118	N/A	0	3	CCC(CC1=CC2=C(C=C1)OCO2)N	1	194.117	spectra/specs_ms.mgf	CCMSLIB00003486800	251063	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1496	M+Na	19420576	1	1-Stearoyl-2-hydroxy-sn-glycero-3-phosphocholine	Isolated	NIST	0.0	spectra/specs_ms.mgf1496	InChI=1S/C26H54NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-26(29)32-23-25(28)24-34-35(30,31)33-22-21-27(2,3)4/h25,28H,5-24H2,1-4H3/t25-/m1/s1	N/A	HCD	Positive	ESI	546.353	lib-00000.mgf	Bronze	3	0.952787	2.01085	545.344	1	NIST17	NIST	546.353	N/A	0	6	CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)O	2	546.352	spectra/specs_ms.mgf	CCMSLIB00003269084	302906	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1502	M+H-C2H7O3N	360656	1	Glycodeoxycholic acid	Isolated	NIST	0.0	spectra/specs_ms.mgf1502	InChI=1S/C26H43NO5/c1-15(4-9-23(30)27-14-24(31)32)19-7-8-20-18-6-5-16-12-17(28)10-11-25(16,2)21(18)13-22(29)26(19,20)3/h15-22,28-29H,4-14H2,1-3H3,(H,27,30)(H,31,32)	N/A	HCD	Positive	ESI	357.279	lib-00000.mgf	Bronze	3	0.846765	2.47708	712.546	1	NIST17	NIST	357.279	N/A	0	13	CC(CCC(=O)NCC(=O)O)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C	3	357.28	spectra/specs_ms.mgf	CCMSLIB00003455832	87332	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1513	M+Na	108273898	1	1-Pentadecanoyl-sn-glycero-3-phosphocholine	Isolated	NIST	0.0	spectra/specs_ms.mgf1513	InChI=1S/C23H48NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-23(26)29-20-22(25)21-31-32(27,28)30-19-18-24(2,3)4/h22,25H,5-21H2,1-4H3/t22-/m1/s1	N/A	HCD	Positive	ESI	504.306	lib-00000.mgf	Bronze	3	0.921176	1.57336	0.000793457	1	NIST17	NIST	504.306	N/A	0	7	CCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)O	1	504.305	spectra/specs_ms.mgf	CCMSLIB00003268938	200581	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1527	M+H	26993306	1	D-erythro-Sphingosine-1-phosphate	Isolated	NIST	0.0	spectra/specs_ms.mgf1527	InChI=1S/C18H38NO5P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18(20)17(19)16-24-25(21,22)23/h14-15,17-18,20H,2-13,16,19H2,1H3,(H2,21,22,23)/b15-14+/t17-,18+/m0/s1	N/A	HCD	Positive	ESI	380.256	lib-00000.mgf	Bronze	3	0.925007	0.321021	379.249	1	NIST17	NIST	380.256	N/A	0	9	CCCCCCCCCCCCCC=CC(C(COP(=O)(O)O)N)O	2	380.256	spectra/specs_ms.mgf	CCMSLIB00003251678	369994	UPDATE-SINGLE-ANNOTATED-BRONZE	 
153	M+H	14992622	1	Acetyl-DL-carnitine	Isolated	NIST	0.0	spectra/specs_ms.mgf153	InChI=1S/C9H17NO4/c1-7(11)14-8(5-9(12)13)6-10(2,3)4/h8H,5-6H2,1-4H3	N/A	HCD	Positive	ESI	204.123	lib-00000.mgf	Bronze	3	0.99728	0.52327	0.000106812	1	NIST17	NIST	204.123	N/A	0	9	CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	1	204.123	spectra/specs_ms.mgf	CCMSLIB00003280034	3.1405e+08	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1571	M+H	99264990	1	1-Docosahexaenoyl-2-stearoyl-sn-glycero-3-phosphocholine	Isolated	NIST	0.0	spectra/specs_ms.mgf1571	InChI=1S/C48H84NO8P/c1-6-8-10-12-14-16-18-20-22-23-24-25-27-28-30-32-34-36-38-40-47(50)54-44-46(45-56-58(52,53)55-43-42-49(3,4)5)57-48(51)41-39-37-35-33-31-29-26-21-19-17-15-13-11-9-7-2/h8,10,14,16,20,22,24-25,28,30,34,36,46H,6-7,9,11-13,15,17-19,21,23,26-27,29,31-33,35,37-45H2,1-5H3/b10-8-,16-14-,22-20-,25-24-,30-28-,36-34-/t46-/m1/s1	N/A	HCD	Positive	ESI	834.601	lib-00000.mgf	Bronze	3	0.975668	1.82827	0.00152588	1	NIST17	NIST	834.601	N/A	0	6	CCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC)COP(=O)([O-])OCC[N+](C)(C)C	1	834.599	spectra/specs_ms.mgf	CCMSLIB00003375308	4.74673e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1574	M+H	94359134	1	N-Nervonoyl-D-erythro-sphingosylphosphorylcholine	Isolated	NIST	0.0	spectra/specs_ms.mgf1574	InChI=1S/C47H93N2O6P/c1-6-8-10-12-14-16-18-20-21-22-23-24-25-26-27-29-31-33-35-37-39-41-47(51)48-45(44-55-56(52,53)54-43-42-49(3,4)5)46(50)40-38-36-34-32-30-28-19-17-15-13-11-9-7-2/h20-21,38,40,45-46,50H,6-19,22-37,39,41-44H2,1-5H3,(H-,48,51,52,53)/b21-20-,40-38+/t45-,46+/m0/s1	N/A	Q-TOF	Positive	ESI	813.684	lib-00000.mgf	Bronze	3	0.96666	0.825119	0.000671387	1	NIST17	NIST	813.684	N/A	0	7	CCCCCCCCCCCCCC=CC(C(COP(=O)([O-])OCC[N+](C)(C)C)NC(=O)CCCCCCCCCCCCCC=CCCCCCCCC)O	1	813.684	spectra/specs_ms.mgf	CCMSLIB00003174188	6.13528e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1579	M+H	35418598	1	1-Stearoyl-2-arachidonyl-sn-glycero-3-phosphocholine	Isolated	NIST	0.0	spectra/specs_ms.mgf1579	N/A	N/A	HCD	Positive	ESI	810.601	lib-00000.mgf	Bronze	3	0.966631	1.28004	0.0010376	1	NIST17	NIST	810.601	N/A	0	5	N/A	1	810.6	spectra/specs_ms.mgf	CCMSLIB00003336397	1.25473e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 
161	M+H	4376209	1	Mono-2-ethylhexyl phthalate	Isolated	NIST	0.0	spectra/specs_ms.mgf161	InChI=1S/C16H22O4/c1-3-5-8-12(4-2)11-20-16(19)14-10-7-6-9-13(14)15(17)18/h6-7,9-10,12H,3-5,8,11H2,1-2H3,(H,17,18)	N/A	HCD	Positive	ESI	279.159	lib-00000.mgf	Bronze	3	0.919533	2.84231	556.301	1	NIST17	NIST	279.159	N/A	0	3	CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)O	3	279.158	spectra/specs_ms.mgf	CCMSLIB00003371547	1.21741e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 
168	M+H	57681	1	Sulfamethazine	Isolated	NIST	0.0	spectra/specs_ms.mgf168	InChI=1S/C12H14N4O2S/c1-8-7-9(2)15-12(14-8)16-19(17,18)11-5-3-10(13)4-6-11/h3-7H,13H2,1-2H3,(H,14,15,16)	N/A	HCD	Positive	ESI	279.091	lib-00000.mgf	Bronze	3	0.808884	2.51497	0.000701904	1	NIST17	NIST	279.091	N/A	0	7	CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C	1	279.09	spectra/specs_ms.mgf	CCMSLIB00003467638	4.59253e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 
169	M+H	6254893	1	Palmitoyl sphingomyelin	Isolated	NIST	0.0	spectra/specs_ms.mgf169	InChI=1S/C39H79N2O6P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-38(42)37(36-47-48(44,45)46-35-34-41(3,4)5)40-39(43)33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h30,32,37-38,42H,6-29,31,33-36H2,1-5H3,(H-,40,43,44,45)/b32-30+/t37-,38+/m0/s1	N/A	HCD	Positive	ESI	703.575	lib-00000.mgf	Bronze	3	0.989656	4.42425	0.00311279	1	NIST17	NIST	703.575	N/A	0	8	CCCCCCCCCCCCCCCC(=O)NC(COP(=O)([O-])OCC[N+](C)(C)C)C(C=CCCCCCCCCCCCCC)O	1	703.578	spectra/specs_ms.mgf	CCMSLIB00003709351	1.63598e+08	UPDATE-SINGLE-ANNOTATED-BRONZE	 
171	M+H	69932	1	Uric acid	Isolated	NIST	0.0	spectra/specs_ms.mgf171	InChI=1S/C5H4N4O3/c10-3-1-2(7-4(11)6-1)8-5(12)9-3/h(H4,6,7,8,9,10,11,12)	N/A	HCD	Positive	ESI	169.036	lib-00000.mgf	Bronze	3	0.95647	2.9789	336.058	1	NIST17	NIST	169.036	N/A	0	7	C12=C(NC(=O)N1)NC(=O)NC2=O	3	169.036	spectra/specs_ms.mgf	CCMSLIB00003461631	2.20618e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 
173	M+H-C9H8O3	738750	1	N-(Phenylacetyl)-L-phenylalanine	Isolated	NIST	0.0	spectra/specs_ms.mgf173	InChI=1S/C17H17NO3/c19-16(12-14-9-5-2-6-10-14)18-15(17(20)21)11-13-7-3-1-4-8-13/h1-10,15H,11-12H2,(H,18,19)(H,20,21)/t15-/m0/s1	N/A	HCD	Positive	ESI	120.081	lib-00000.mgf	Bronze	3	0.98568	21.6656	0.00260162	1	NIST17	NIST	120.081	N/A	0	5	C1=CC=C(C=C1)CC(C(=O)O)NC(=O)CC2=CC=CC=C2	1	120.078	spectra/specs_ms.mgf	CCMSLIB00003650990	4.10567e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 
174	M+H	73223	1	L-Tryptophan	Isolated	NIST	0.0	spectra/specs_ms.mgf174	InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)	N/A	HCD	Positive	ESI	205.097	lib-00000.mgf	Bronze	3	0.992291	0.967172	0.000198364	1	NIST17	NIST	205.097	N/A	0	7	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N	1	205.097	spectra/specs_ms.mgf	CCMSLIB00003305029	2.46971e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 
182	M+H-NH3	73223	1	L-Tryptophan	Isolated	NIST	0.0	spectra/specs_ms.mgf182	InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)	N/A	HCD	Positive	ESI	188.071	lib-00000.mgf	Bronze	3	0.967748	1.05473	0.000198364	1	NIST17	NIST	188.071	N/A	0	5	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N	1	188.07	spectra/specs_ms.mgf	CCMSLIB00003305073	3.82212e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 
184	M+H	150301	1	DL-Phenylalanine	Isolated	NIST	0.0	spectra/specs_ms.mgf184	InChI=1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)	N/A	HCD	Positive	ESI	166.086	lib-00000.mgf	Bronze	3	0.929154	1.19434	0.000198364	1	NIST17	NIST	166.086	N/A	0	3	C1=CC=C(C=C1)CC(C(=O)[O-])[NH3+]	1	166.086	spectra/specs_ms.mgf	CCMSLIB00003306579	1.23287e+08	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2	M+H	122112	1	Sulfadimethoxine	Isolated	NIST	0.0	spectra/specs_ms.mgf2	InChI=1S/C12H14N4O4S/c1-19-11-7-10(14-12(15-11)20-2)16-21(17,18)9-5-3-8(13)4-6-9/h3-7H,13H2,1-2H3,(H,14,15,16)	N/A	Q-TOF	Positive	ESI	311.081	lib-00000.mgf	Bronze	3	0.978096	3.53166	0.00109863	1	NIST17	NIST	311.081	N/A	0	11	COC1=NC(=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N)OC	1	311.08	spectra/specs_ms.mgf	CCMSLIB00003199179	3.11967e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 
202	M+Na	26853316	1	2-Oleoyl-1-palmitoyl-sn-glycero-3-phosphocholine	Isolated	NIST	0.0	spectra/specs_ms.mgf202	InChI=1S/C42H82NO8P/c1-6-8-10-12-14-16-18-20-21-23-25-27-29-31-33-35-42(45)51-40(39-50-52(46,47)49-37-36-43(3,4)5)38-48-41(44)34-32-30-28-26-24-22-19-17-15-13-11-9-7-2/h20-21,40H,6-19,22-39H2,1-5H3/b21-20-/t40-/m1/s1	N/A	HCD	Positive	ESI	782.567	lib-00000.mgf	Bronze	3	0.962043	1.40388	1563.12	1	NIST17	NIST	782.567	N/A	0	10	CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCC=CCCCCCCCC	3	782.566	spectra/specs_ms.mgf	CCMSLIB00003268319	3.23124e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 
206	M+H	37942077	1	3,5-Di-tert-butyl-2-hydroxybenzaldehyde	Isolated	NIST	0.0	spectra/specs_ms.mgf206	InChI=1S/C15H22O2/c1-14(2,3)11-7-10(9-16)13(17)12(8-11)15(4,5)6/h7-9,17H,1-6H3	N/A	HCD	Positive	ESI	235.169	lib-00000.mgf	Bronze	3	0.928759	1.2328	0.000289917	1	NIST17	NIST	235.169	N/A	0	3	CC(C)(C)C1=CC(=C(C(=C1)C=O)O)C(C)(C)C	1	235.169	spectra/specs_ms.mgf	CCMSLIB00003663613	645531	UPDATE-SINGLE-ANNOTATED-BRONZE	 
207	M+H	4792158	1	Pentaethylene glycol	Isolated	NIST	0.0	spectra/specs_ms.mgf207	InChI=1S/C10H22O6/c11-1-3-13-5-7-15-9-10-16-8-6-14-4-2-12/h11-12H,1-10H2	N/A	HCD	Positive	ESI	239.149	lib-00000.mgf	Bronze	3	0.894549	1.21229	0.000289917	1	NIST17	NIST	239.149	N/A	0	3	C(COCCOCCOCCOCCO)O	1	239.149	spectra/specs_ms.mgf	CCMSLIB00003440924	348921	UPDATE-SINGLE-ANNOTATED-BRONZE	 
