"SUID","Adduct","AllGroups","ATTRIBUTE_ALL_SAMPLES","ATTRIBUTE_Dilution","ATTRIBUTE_FILENAME","charge","cluster index","componentindex","Compound_Name","Compound_Source","Data_Collector","DefaultGroups","G1","G2","G3","G4","G5","G6","GNPSGROUP:0","GNPSGROUP:1","GNPSGROUP:125","GNPSGROUP:25","GNPSGROUP:5","GNPSGROUP:625","GNPSGROUP:BLANKS","GNPSGROUP:L_C18_Polar_16_Blk_no_inj_02","GNPSGROUP:L_C18_Polar_16_Blk_no_inj_04","GNPSGROUP:L_C18_Polar_16_Blk_no_inj_06","GNPSGROUP:L_C18_Polar_16_Blk_no_inj_08","GNPSGROUP:L_C18_Polar_16_MS2_DF_125_01","GNPSGROUP:L_C18_Polar_16_MS2_DF_125_02","GNPSGROUP:L_C18_Polar_16_MS2_DF_125_03","GNPSGROUP:L_C18_Polar_16_MS2_DF_1_01","GNPSGROUP:L_C18_Polar_16_MS2_DF_1_02","GNPSGROUP:L_C18_Polar_16_MS2_DF_1_03","GNPSGROUP:L_C18_Polar_16_MS2_DF_25_01","GNPSGROUP:L_C18_Polar_16_MS2_DF_25_02","GNPSGROUP:L_C18_Polar_16_MS2_DF_25_03","GNPSGROUP:L_C18_Polar_16_MS2_DF_5_01","GNPSGROUP:L_C18_Polar_16_MS2_DF_5_02","GNPSGROUP:L_C18_Polar_16_MS2_DF_5_03","GNPSGROUP:L_C18_Polar_16_MS2_DF_625_01","GNPSGROUP:L_C18_Polar_16_MS2_DF_625_02","GNPSGROUP:L_C18_Polar_16_MS2_DF_625_03","GNPSGROUP:SAMPLES","GNPSLibraryURL","GNPSLinkout_Cluster","GNPSLinkout_Network","INCHI","Instrument","Ion_Source","IonMode","Library_Class","MassDiff","MQScore","MZErrorPPM","name","number of spectra","parent mass","PI","precursor mass","RTConsensus","RTMean","selected","shared name","SharedPeaks","Smiles","SpectrumID","sum(precursor intensity)","UniqueFileSources"
"228",,"N/A","SAMPLES,BLANKS","625,5,125,25,1,0","L_C18_Polar_16_Blk_no_inj_02,L_C18_Polar_16_Blk_no_inj_06,L_C18_Polar_16_Blk_no_inj_08,L_C18_Polar_16_Blk_no_inj_04,L_C18_Polar_16_MS2_DF_25_02,L_C18_Polar_16_MS2_DF_5_03,L_C18_Polar_16_MS2_DF_125_03,L_C18_Polar_16_MS2_DF_625_01,L_C18_Polar_16_MS2_DF_625_03,L_C18_Polar_16_MS2_DF_1_01,L_C18_Polar_16_MS2_DF_1_03","0","338","11",,,,"N/A","0.0","0.0","0.0","0.0","0.0","0.0","5.542807E7","6.048676E7","2130580.0","8270560.0","2.50102E8","2.286383E8","5.542807E7","3518740.0","2.20476E7","2.09953E7","8866430.0","0.0","0.0","2.50102E8","5.50051E7","0.0","5481660.0","0.0","8270560.0","0.0","0.0","0.0","2130580.0","1.20943E7","0.0","2.16544E8","5.496282E8",,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2c48a477ec094123987cdf90db4be8e4&view=view_all_clusters_withID#{""main.cluster index_lowerinput"":""338"",""main.cluster index_upperinput"":""338""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=11&task=2c48a477ec094123987cdf90db4be8e4",,,,,,,,,"338","11","768.5742",,"768.5742","573.9745","0.0","false","338",,,,"6.0505627E8","N/A"
"229",,"N/A","SAMPLES","25,1","L_C18_Polar_16_MS2_DF_25_03,L_C18_Polar_16_MS2_DF_1_01","0","1517","82",,,,"N/A","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2700360.0","0.0","2700360.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2700360.0","0.0","0.0","0.0","0.0","2700360.0","0.0","0.0","0.0","0.0","0.0","0.0","5400720.0",,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2c48a477ec094123987cdf90db4be8e4&view=view_all_clusters_withID#{""main.cluster index_lowerinput"":""1517"",""main.cluster index_upperinput"":""1517""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=82&task=2c48a477ec094123987cdf90db4be8e4",,,,,,,,,"1517","2","129.0521",,"129.0521","29.2071","0.0","false","1517",,,,"5400720.0","N/A"
"230","M+H","N/A","SAMPLES,BLANKS","625,5,125,25,1,0","L_C18_Polar_16_Blk_no_inj_02,L_C18_Polar_16_Blk_no_inj_06,L_C18_Polar_16_Blk_no_inj_08,L_C18_Polar_16_Blk_no_inj_04,L_C18_Polar_16_MS2_DF_5_01,L_C18_Polar_16_MS2_DF_25_02,L_C18_Polar_16_MS2_DF_5_03,L_C18_Polar_16_MS2_DF_125_03,L_C18_Polar_16_MS2_DF_625_01,L_C18_Polar_16_MS2_DF_625_03,L_C18_Polar_16_MS2_DF_1_01,L_C18_Polar_16_MS2_DF_1_03,L_C18_Polar_16_MS2_DF_25_01,L_C18_Polar_16_MS2_DF_125_02","0","250","230","1-Stearoyl-2-arachidonyl-sn-glycero-3-phosphocholine","Isolated","NIST","N/A","0.0","0.0","0.0","0.0","0.0","0.0","6.675618E7","4.36158E7","9693970.0","2.092097E7","1.498361E8","8.6842066E7","6.675618E7","3248980.0","2.68333E7","1.71297E7","1.95442E7","0.0","1.95191E7","1.30317E8","2.69761E7","0.0","1.66397E7","5334070.0","1.55869E7","0.0","7810980.0","0.0","1882990.0","9775970.0","0.0","7.7066096E7","3.10908906E8","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00003336397","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2c48a477ec094123987cdf90db4be8e4&view=view_all_clusters_withID#{""main.cluster index_lowerinput"":""250"",""main.cluster index_upperinput"":""250""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=230&task=2c48a477ec094123987cdf90db4be8e4","N/A","HCD","ESI","Positive","3","1619.17","0.965826","5.42133","250","14","810.5963","NIST","810.5963","748.9192","0.0","false","250","9","N/A","CCMSLIB00003336397","3.77665086E8","N/A"
"231","Cat","N/A","SAMPLES,BLANKS","625,5,125,25,1,0","L_C18_Polar_16_Blk_no_inj_02,L_C18_Polar_16_MS2_DF_25_03,L_C18_Polar_16_MS2_DF_5_02,L_C18_Polar_16_MS2_DF_125_01,L_C18_Polar_16_MS2_DF_5_01,L_C18_Polar_16_MS2_DF_25_02,L_C18_Polar_16_MS2_DF_5_03,L_C18_Polar_16_MS2_DF_125_03,L_C18_Polar_16_MS2_DF_625_01,L_C18_Polar_16_MS2_DF_625_03,L_C18_Polar_16_MS2_DF_1_01,L_C18_Polar_16_MS2_DF_1_03,L_C18_Polar_16_MS2_DF_25_01,L_C18_Polar_16_MS2_DF_625_02,L_C18_Polar_16_MS2_DF_125_02,L_C18_Polar_16_MS2_DF_1_02","0","136","1","Choline cation","Isolated","NIST","N/A","0.0","0.0","0.0","0.0","0.0","0.0","5.89985E7","1.68773688E8","1.355277E8","4.632787E7","1.610664E7","7408010.0","5.89985E7","5.89985E7","0.0","0.0","0.0","6922590.0","5830430.0","3353620.0","2.58806E7","1.41347008E8","1546080.0","2.53976E7","1246970.0","1.96833E7","2.16815E7","5.80786E7","5.57676E7","1671600.0","3363260.0","2373150.0","3.74143908E8","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00003476199","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2c48a477ec094123987cdf90db4be8e4&view=view_all_clusters_withID#{""main.cluster index_lowerinput"":""136"",""main.cluster index_upperinput"":""136""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=2c48a477ec094123987cdf90db4be8e4","InChI=1S/C5H14NO/c1-6(2,3)4-5-7/h7H,4-5H2,1-3H3/q+1","HCD","ESI","Positive","3","206.185","0.989095","45.143","136","16","104.1023","NIST","104.1023","20.9613","0.0","false","136","4","C[N+](C)(C)CCO","CCMSLIB00003476199","4.33142408E8","N/A"
"232",,"N/A","SAMPLES,BLANKS","125,25,1,0","L_C18_Polar_16_Blk_no_inj_02,L_C18_Polar_16_MS2_DF_25_03,L_C18_Polar_16_MS2_DF_5_02,L_C18_Polar_16_MS2_DF_5_01,L_C18_Polar_16_MS2_DF_25_02,L_C18_Polar_16_MS2_DF_5_03,L_C18_Polar_16_MS2_DF_1_01,L_C18_Polar_16_MS2_DF_1_03,L_C18_Polar_16_MS2_DF_25_01,L_C18_Polar_16_MS2_DF_1_02","0","347","-1",,,,"N/A","0.0","0.0","0.0","0.0","0.0","0.0","7546420.0","3.706362E7","1.446076E7","1.978341E7","0.0","0.0","7546420.0","7546420.0","0.0","0.0","0.0","0.0","0.0","0.0","7885420.0","1.48262E7","1.4352E7","1995230.0","1.58105E7","1977680.0","2017680.0","5649200.0","6793880.0","0.0","0.0","0.0","7.130779E7",,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2c48a477ec094123987cdf90db4be8e4&view=view_all_clusters_withID#{""main.cluster index_lowerinput"":""347"",""main.cluster index_upperinput"":""347""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2c48a477ec094123987cdf90db4be8e4&view=view_all_clusters_withID#{""main.cluster index_lowerinput"":""347"",""main.cluster index_upperinput"":""347""}",,,,,,,,,"347","10","123.0439",,"123.0439","30.432","0.0","false","347",,,,"7.885421E7","N/A"
"233",,"N/A","SAMPLES,BLANKS","625,5,1,0","L_C18_Polar_16_Blk_no_inj_06,L_C18_Polar_16_MS2_DF_125_03,L_C18_Polar_16_MS2_DF_625_03,L_C18_Polar_16_MS2_DF_1_01,L_C18_Polar_16_MS2_DF_125_02","0","844","153",,,,"N/A","0.0","0.0","0.0","0.0","0.0","0.0","1711840.0","3009830.0","0.0","0.0","6687980.0","3639510.0","1711840.0","0.0","0.0","1711840.0","0.0","0.0","1436790.0","5251190.0","3009830.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3639510.0","1.333732E7",,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2c48a477ec094123987cdf90db4be8e4&view=view_all_clusters_withID#{""main.cluster index_lowerinput"":""844"",""main.cluster index_upperinput"":""844""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=153&task=2c48a477ec094123987cdf90db4be8e4",,,,,,,,,"844","5","821.0834",,"821.0834","746.3873","0.0","false","844",,,,"1.504916E7","N/A"
"234","M+H","N/A","SAMPLES","25,1","L_C18_Polar_16_MS2_DF_25_02,L_C18_Polar_16_MS2_DF_1_01,L_C18_Polar_16_MS2_DF_1_02","0","1279","51","D-erythro-Sphinganine-1-phosphate","Isolated","NIST","N/A","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4249590.0","0.0","2301540.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2183710.0","2065880.0","0.0","0.0","2301540.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6551130.0","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00003269556","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2c48a477ec094123987cdf90db4be8e4&view=view_all_clusters_withID#{""main.cluster index_lowerinput"":""1279"",""main.cluster index_upperinput"":""1279""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=51&task=2c48a477ec094123987cdf90db4be8e4","InChI=1S/C18H40NO5P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18(20)17(19)16-24-25(21,22)23/h17-18,20H,2-16,19H2,1H3,(H2,21,22,23)/t17-,18+/m0/s1","HCD","ESI","Positive","3","0.00109863","0.757976","2.87396","1279","3","382.2706","NIST","382.2706","416.0051","0.0","false","1279","7","CCCCCCCCCCCCCCCC(C(COP(=O)(O)[O-])[NH3+])O","CCMSLIB00003269556","6551130.0","N/A"
"235",,"N/A","SAMPLES,BLANKS","125,25,1,0","L_C18_Polar_16_Blk_no_inj_02,L_C18_Polar_16_MS2_DF_5_02,L_C18_Polar_16_MS2_DF_25_02,L_C18_Polar_16_MS2_DF_5_03,L_C18_Polar_16_MS2_DF_1_01,L_C18_Polar_16_MS2_DF_1_03,L_C18_Polar_16_MS2_DF_1_02","0","663","97",,,,"N/A","0.0","0.0","0.0","0.0","0.0","0.0","8502950.0","9.34171E7","1.078847E7","6.07851E7","0.0","0.0","8502950.0","8502950.0","0.0","0.0","0.0","0.0","0.0","0.0","2.47848E7","3.1827E7","3.68053E7","0.0","6.07851E7","0.0","0.0","5412380.0","5376090.0","0.0","0.0","0.0","1.6499067E8",,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2c48a477ec094123987cdf90db4be8e4&view=view_all_clusters_withID#{""main.cluster index_lowerinput"":""663"",""main.cluster index_upperinput"":""663""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=97&task=2c48a477ec094123987cdf90db4be8e4",,,,,,,,,"663","7","1102.182",,"1102.182","374.6529","0.0","false","663",,,,"1.7349362E8","N/A"
"236",,"N/A","SAMPLES,BLANKS","625,5,125,25,1,0","L_C18_Polar_16_Blk_no_inj_02,L_C18_Polar_16_MS2_DF_25_03,L_C18_Polar_16_MS2_DF_5_02,L_C18_Polar_16_MS2_DF_125_01,L_C18_Polar_16_MS2_DF_5_01,L_C18_Polar_16_MS2_DF_5_03,L_C18_Polar_16_MS2_DF_125_03,L_C18_Polar_16_MS2_DF_1_01,L_C18_Polar_16_MS2_DF_1_03,L_C18_Polar_16_MS2_DF_25_01,L_C18_Polar_16_MS2_DF_625_02,L_C18_Polar_16_MS2_DF_125_02,L_C18_Polar_16_MS2_DF_1_02","0","217","-1",,,,"N/A","0.0","0.0","0.0","0.0","0.0","0.0","5192200.0","1.109117E7","1.30641E7","6944390.0","5505180.0","835106.0","5192200.0","5192200.0","0.0","0.0","0.0","1813320.0","2308370.0","1383490.0","2906340.0","1539420.0","6645410.0","3232760.0","0.0","3711630.0","3378110.0","5070910.0","4615080.0","0.0","835106.0","0.0","3.7439946E7",,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2c48a477ec094123987cdf90db4be8e4&view=view_all_clusters_withID#{""main.cluster index_lowerinput"":""217"",""main.cluster index_upperinput"":""217""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2c48a477ec094123987cdf90db4be8e4&view=view_all_clusters_withID#{""main.cluster index_lowerinput"":""217"",""main.cluster index_upperinput"":""217""}",,,,,,,,,"217","13","120.0549",,"120.0549","22.3204","0.0","false","217",,,,"4.2632146E7","N/A"
"237",,"N/A","SAMPLES","1","L_C18_Polar_16_MS2_DF_1_01,L_C18_Polar_16_MS2_DF_1_03","0","1435","207",,,,"N/A","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2543800.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1271900.0","0.0","1271900.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2543800.0",,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2c48a477ec094123987cdf90db4be8e4&view=view_all_clusters_withID#{""main.cluster index_lowerinput"":""1435"",""main.cluster index_upperinput"":""1435""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=207&task=2c48a477ec094123987cdf90db4be8e4",,,,,,,,,"1435","2","460.7344",,"460.7344","262.2361","0.0","false","1435",,,,"2543800.0","N/A"
"238",,"N/A","SAMPLES","25,1","L_C18_Polar_16_MS2_DF_25_02,L_C18_Polar_16_MS2_DF_1_01,L_C18_Polar_16_MS2_DF_1_03","0","808","163",,,,"N/A","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3490720.0","0.0","3379060.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1373960.0","0.0","2116760.0","0.0","3379060.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6869780.0",,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2c48a477ec094123987cdf90db4be8e4&view=view_all_clusters_withID#{""main.cluster index_lowerinput"":""808"",""main.cluster index_upperinput"":""808""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=163&task=2c48a477ec094123987cdf90db4be8e4",,,,,,,,,"808","3","335.9842",,"335.9842","22.2134","0.0","false","808",,,,"6869780.0","N/A"
"239",,"N/A","SAMPLES","25,1","L_C18_Polar_16_MS2_DF_25_02,L_C18_Polar_16_MS2_DF_1_01,L_C18_Polar_16_MS2_DF_1_03,L_C18_Polar_16_MS2_DF_1_02","0","766","29",,,,"N/A","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.258271E7","0.0","5966530.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5709850.0","1.43222E7","2550660.0","0.0","5966530.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.854924E7",,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2c48a477ec094123987cdf90db4be8e4&view=view_all_clusters_withID#{""main.cluster index_lowerinput"":""766"",""main.cluster index_upperinput"":""766""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=29&task=2c48a477ec094123987cdf90db4be8e4",,,,,,,,,"766","4","828.5486",,"828.5486","576.1608","0.0","false","766",,,,"2.854924E7","N/A"
"240",,"N/A","SAMPLES","25,1","L_C18_Polar_16_MS2_DF_25_02,L_C18_Polar_16_MS2_DF_1_01,L_C18_Polar_16_MS2_DF_1_03,L_C18_Polar_16_MS2_DF_1_02","0","1079","-1",,,,"N/A","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.631577E7","0.0","8184390.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6125040.0","4197520.0","5993210.0","0.0","8184390.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.450016E7",,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2c48a477ec094123987cdf90db4be8e4&view=view_all_clusters_withID#{""main.cluster index_lowerinput"":""1079"",""main.cluster index_upperinput"":""1079""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2c48a477ec094123987cdf90db4be8e4&view=view_all_clusters_withID#{""main.cluster index_lowerinput"":""1079"",""main.cluster index_upperinput"":""1079""}",,,,,,,,,"1079","4","521.4191",,"521.4191","588.9272","0.0","false","1079",,,,"2.450016E7","N/A"
"241","M+H","N/A","SAMPLES","25,1","L_C18_Polar_16_MS2_DF_25_02,L_C18_Polar_16_MS2_DF_1_01,L_C18_Polar_16_MS2_DF_1_03,L_C18_Polar_16_MS2_DF_1_02","0","1008","-1","Pentapropylene glycol","Isolated","NIST","N/A","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7720580.0","0.0","2317890.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2509620.0","2461080.0","2749880.0","0.0","2317890.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.003847E7","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00003231090","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2c48a477ec094123987cdf90db4be8e4&view=view_all_clusters_withID#{""main.cluster index_lowerinput"":""1008"",""main.cluster index_upperinput"":""1008""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2c48a477ec094123987cdf90db4be8e4&view=view_all_clusters_withID#{""main.cluster index_lowerinput"":""1008"",""main.cluster index_upperinput"":""1008""}","InChI=1S/C15H32O6/c1-11(17)7-18-13(3)9-20-15(5)10-21-14(4)8-19-12(2)6-16/h11-17H,6-10H2,1-5H3","Q-TOF","ESI","Positive","3","308.218","0.900012","3.25676","1008","4","309.2262","NIST","309.2262","299.1124","0.0","false","1008","4","CC(CO)OCC(C)OCC(C)OCC(C)OCC(C)O","CCMSLIB00003231090","1.003847E7","N/A"
"242",,"N/A","SAMPLES,BLANKS","625,5,125,25,1,0","L_C18_Polar_16_Blk_no_inj_02,L_C18_Polar_16_Blk_no_inj_06,L_C18_Polar_16_MS2_DF_25_03,L_C18_Polar_16_Blk_no_inj_04,L_C18_Polar_16_MS2_DF_5_02,L_C18_Polar_16_MS2_DF_125_01,L_C18_Polar_16_MS2_DF_5_01,L_C18_Polar_16_MS2_DF_25_02,L_C18_Polar_16_MS2_DF_5_03,L_C18_Polar_16_MS2_DF_125_03,L_C18_Polar_16_MS2_DF_625_03,L_C18_Polar_16_MS2_DF_1_01,L_C18_Polar_16_MS2_DF_1_03,L_C18_Polar_16_MS2_DF_25_01,L_C18_Polar_16_MS2_DF_125_02,L_C18_Polar_16_MS2_DF_1_02","0","143","2",,,,"N/A","0.0","0.0","0.0","0.0","0.0","0.0","1.112338E7","1.962144E7","2.988122E7","2.225077E7","1.417088E7","2838230.0","1.112338E7","7393820.0","1953840.0","1775720.0","0.0","5325690.0","5781640.0","3063550.0","6628240.0","8066600.0","4926600.0","6504650.0","5032620.0","1.07135E7","1.0664E7","9233800.0","9983420.0","0.0","0.0","2838230.0","8.876254E7",,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2c48a477ec094123987cdf90db4be8e4&view=view_all_clusters_withID#{""main.cluster index_lowerinput"":""143"",""main.cluster index_upperinput"":""143""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=2c48a477ec094123987cdf90db4be8e4",,,,,,,,,"143","16","137.1071",,"137.1071","765.8507","0.0","false","143",,,,"9.988592E7","N/A"
"243",,"N/A","SAMPLES","25,1","L_C18_Polar_16_MS2_DF_25_02,L_C18_Polar_16_MS2_DF_1_01,L_C18_Polar_16_MS2_DF_1_03,L_C18_Polar_16_MS2_DF_1_02","0","1095","1",,,,"N/A","0.0","0.0","0.0","0.0","0.0","0.0","0.0","9344630.0","0.0","1996660.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2835320.0","3304840.0","3204470.0","0.0","1996660.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.134129E7",,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2c48a477ec094123987cdf90db4be8e4&view=view_all_clusters_withID#{""main.cluster index_lowerinput"":""1095"",""main.cluster index_upperinput"":""1095""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=2c48a477ec094123987cdf90db4be8e4",,,,,,,,,"1095","4","463.3026",,"463.3026","504.4164","0.0","false","1095",,,,"1.134129E7","N/A"
"244",,"N/A","SAMPLES","25,1","L_C18_Polar_16_MS2_DF_25_02,L_C18_Polar_16_MS2_DF_1_01,L_C18_Polar_16_MS2_DF_1_03,L_C18_Polar_16_MS2_DF_1_02","0","877","116",,,,"N/A","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.495271E7","0.0","7280930.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8058410.0","7431320.0","9462980.0","0.0","7280930.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.223364E7",,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2c48a477ec094123987cdf90db4be8e4&view=view_all_clusters_withID#{""main.cluster index_lowerinput"":""877"",""main.cluster index_upperinput"":""877""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=116&task=2c48a477ec094123987cdf90db4be8e4",,,,,,,,,"877","4","368.352",,"368.352","476.1379","0.0","false","877",,,,"3.223364E7","N/A"
"245",,"N/A","SAMPLES,BLANKS","625,5,125,25,1,0","L_C18_Polar_16_Blk_no_inj_02,L_C18_Polar_16_Blk_no_inj_08,L_C18_Polar_16_MS2_DF_25_03,L_C18_Polar_16_MS2_DF_5_02,L_C18_Polar_16_MS2_DF_125_01,L_C18_Polar_16_MS2_DF_5_01,L_C18_Polar_16_MS2_DF_25_02,L_C18_Polar_16_MS2_DF_5_03,L_C18_Polar_16_MS2_DF_125_03,L_C18_Polar_16_MS2_DF_625_01,L_C18_Polar_16_MS2_DF_625_03,L_C18_Polar_16_MS2_DF_1_01,L_C18_Polar_16_MS2_DF_1_03,L_C18_Polar_16_MS2_DF_25_01,L_C18_Polar_16_MS2_DF_125_02,L_C18_Polar_16_MS2_DF_1_02","0","152","36",,,,"N/A","0.0","0.0","0.0","0.0","0.0","0.0","1.209136E7","1.68196E7","1.432534E7","1.267822E7","1.099684E7","1.030216E7","1.209136E7","5585270.0","0.0","0.0","6506090.0","3554620.0","4510450.0","2931770.0","4925250.0","4904370.0","6989980.0","3983510.0","3305430.0","5389280.0","5785510.0","3393090.0","5146740.0","5077960.0","0.0","5224200.0","6.512216E7",,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2c48a477ec094123987cdf90db4be8e4&view=view_all_clusters_withID#{""main.cluster index_lowerinput"":""152"",""main.cluster index_upperinput"":""152""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=36&task=2c48a477ec094123987cdf90db4be8e4",,,,,,,,,"152","16","273.9541",,"273.9541","790.4064","0.0","false","152",,,,"7.721352E7","N/A"
"246",,"N/A","SAMPLES","25,1","L_C18_Polar_16_MS2_DF_25_02,L_C18_Polar_16_MS2_DF_1_01,L_C18_Polar_16_MS2_DF_1_03,L_C18_Polar_16_MS2_DF_1_02","0","855","-1",,,,"N/A","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3744440.0","0.0","1412210.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1289160.0","1060540.0","1394740.0","0.0","1412210.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5156650.0",,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2c48a477ec094123987cdf90db4be8e4&view=view_all_clusters_withID#{""main.cluster index_lowerinput"":""855"",""main.cluster index_upperinput"":""855""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2c48a477ec094123987cdf90db4be8e4&view=view_all_clusters_withID#{""main.cluster index_lowerinput"":""855"",""main.cluster index_upperinput"":""855""}",,,,,,,,,"855","4","422.1505",,"422.1505","261.5667","0.0","false","855",,,,"5156650.0","N/A"
"247",,"N/A","SAMPLES","25,1","L_C18_Polar_16_MS2_DF_25_02,L_C18_Polar_16_MS2_DF_1_01,L_C18_Polar_16_MS2_DF_1_03,L_C18_Polar_16_MS2_DF_1_02","0","963","3",,,,"N/A","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.902859E7","0.0","318077.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7336670.0","1.93006E7","2391320.0","0.0","318077.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.9346667E7",,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2c48a477ec094123987cdf90db4be8e4&view=view_all_clusters_withID#{""main.cluster index_lowerinput"":""963"",""main.cluster index_upperinput"":""963""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=2c48a477ec094123987cdf90db4be8e4",,,,,,,,,"963","4","1013.7428",,"1013.7428","439.5737","0.0","false","963",,,,"2.9346667E7","N/A"
