#Scan#	Adduct	CAS_Number	Charge	Compound_Name	Precursor_MZ	Validation	Compound_Source	Data_Collector	ExactMass	FileScanUniqueID	INCHI	INCHI_AUX	Instrument	IonMode	Ion_Source	LibMZ	LibraryName	LibraryQualityString	Library_Class	MQScore	MZErrorPPM	MassDiff	NumberHits	Organism	PI	Precursor_MZ	Pubmed_ID	RT_Query	SharedPeaks	Smiles	SpecCharge	SpecMZ	SpectrumFile	SpectrumID	TIC_Query	UpdateWorkflowName	tags
448	M+H-H2O	86879392	1	2-Furanpropanoic acid, 3-carboxy-4-methyl-5-propyl-	223.096		Isolated	NIST	0	spectra/specs_ms.mgf448	InChI=1S/C12H16O5/c1-3-4-8-7(2)11(12(15)16)9(17-8)5-6-10(13)14/h3-6H2,1-2H3,(H,13,14)(H,15,16)	N/A	HCD	Positive	ESI	223.096	lib-00000.mgf	Bronze	3	0.9682	0.410373	9.16E-05	1	NIST17	NIST	223.096	N/A	0	8	CCCC1=C(C(=C(O1)CCC(=O)O)C(=O)O)C	1	223.096	spectra/specs_ms.mgf	CCMSLIB00003593408	4.56E+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 
780	M+H	0	1	Gly-Phe	223.108	YES	Isolated	NIST	0	spectra/specs_ms.mgf780	InChI=1S/C11H14N2O3/c12-7-10(14)13-9(11(15)16)6-8-4-2-1-3-5-8/h1-5,9H,6-7,12H2,(H,13,14)(H,15,16)/t9-/m0/s1	N/A	HCD	Positive	ESI	223.108	lib-00000.mgf	Bronze	3	0.735554	0.889096	0.000198364	1	NIST17	NIST	223.108	N/A	0	3	C1=CC=C(C=C1)CC(C(=O)[O-])NC(=O)C[NH3+]	1	223.107	spectra/specs_ms.mgf	CCMSLIB00003736447	204320	UPDATE-SINGLE-ANNOTATED-BRONZE	 
822	M+H	41017963	1	Ile-Val	231.17		Isolated	NIST	0	spectra/specs_ms.mgf822	InChI=1S/C11H22N2O3/c1-5-7(4)8(12)10(14)13-9(6(2)3)11(15)16/h6-9H,5,12H2,1-4H3,(H,13,14)(H,15,16)/t7-,8-,9-/m0/s1	N/A	Q-TOF	Positive	ESI	231.17	lib-00000.mgf	Bronze	3	0.812299	0.858087	0.000198364	1	NIST17	NIST	231.17	N/A	0	4	CCC(C)C(C(=O)NC(C(C)C)C(=O)[O-])[NH3+]	1	231.17	spectra/specs_ms.mgf	CCMSLIB00003220636	415000	UPDATE-SINGLE-ANNOTATED-BRONZE	 
760	M+H	10066907	1	Acetaminophen sulfate	232.027		Isolated	NIST	0	spectra/specs_ms.mgf760	InChI=1S/C8H9NO5S/c1-6(10)9-7-2-4-8(5-3-7)14-15(11,12)13/h2-5H,1H3,(H,9,10)(H,11,12,13)	N/A	HCD	Positive	ESI	232.027	lib-00000.mgf	Bronze	3	0.971962	0.854917	0.000198364	1	NIST17	NIST	232.027	N/A	0	3	CC(=O)NC1=CC=C(C=C1)OS(=O)(=O)O	1	232.027	spectra/specs_ms.mgf	CCMSLIB00003595541	706900	UPDATE-SINGLE-ANNOTATED-BRONZE	 
450	M+H	25518494	1	Isobutyryl-L-carnitine	232.154		Isolated	NIST	0	spectra/specs_ms.mgf450	InChI=1S/C11H21NO4/c1-8(2)11(15)16-9(6-10(13)14)7-12(3,4)5/h8-9H,6-7H2,1-5H3/t9-/m1/s1	N/A	HCD	Positive	ESI	232.154	lib-00000.mgf	Bronze	3	0.961199	0.85445	0.000198364	1	NIST17	NIST	232.154	N/A	0	6	CC(C)C(=O)OC(CC(=O)[O-])C[N+](C)(C)C	1	232.154	spectra/specs_ms.mgf	CCMSLIB00003578718	1.56E+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 
144	M+H	37942077	1	3,5-Di-tert-butyl-2-hydroxybenzaldehyde	235.169		Isolated	NIST	0	spectra/specs_ms.mgf144	InChI=1S/C15H22O2/c1-14(2,3)11-7-10(9-16)13(17)12(8-11)15(4,5)6/h7-9,17H,1-6H3	N/A	HCD	Positive	ESI	235.169	lib-00000.mgf	Bronze	3	0.933147	1.2328	0.000289917	1	NIST17	NIST	235.169	N/A	0	3	CC(C)(C)C1=CC(=C(C(=C1)C=O)O)C(C)(C)C	1	235.169	spectra/specs_ms.mgf	CCMSLIB00003663613	136410	UPDATE-SINGLE-ANNOTATED-BRONZE	 
718	M+H-H2O	357399430	1	Hydroxybupropion	238.099		Isolated	NIST	0	spectra/specs_ms.mgf718	InChI=1S/C13H18ClNO2/c1-9-13(16,17-8-12(2,3)15-9)10-5-4-6-11(14)7-10/h4-7,9,15-16H,8H2,1-3H3	N/A	HCD	Positive	ESI	238.099	lib-00000.mgf	Bronze	3	0.966827	1.28172	0.000305176	1	NIST17	NIST	238.099	N/A	0	12	CC1C(OCC(N1)(C)C)(C2=CC(=CC=C2)Cl)O	1	238.099	spectra/specs_ms.mgf	CCMSLIB00003373392	166300	UPDATE-SINGLE-ANNOTATED-BRONZE	 
22	M+H	143271	1	1-Hexadecylamine	242.284		Isolated	NIST	0	spectra/specs_ms.mgf22	InChI=1S/C16H35N/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17/h2-17H2,1H3	N/A	HCD	Positive	ESI	242.284	lib-00000.mgf	Bronze	3	0.776853	1.1966	0.000289917	1	NIST17	NIST	242.284	N/A	0	3	CCCCCCCCCCCCCCCCN	1	242.284	spectra/specs_ms.mgf	CCMSLIB00003304929	31260	UPDATE-SINGLE-ANNOTATED-BRONZE	 
467	M+H	0	1	Leu-Ile	245.186		Isolated	NIST	0	spectra/specs_ms.mgf467	InChI=1S/C12H24N2O3/c1-5-8(4)10(12(16)17)14-11(15)9(13)6-7(2)3/h7-10H,5-6,13H2,1-4H3,(H,14,15)(H,16,17)/t8-,9-,10-/m0/s1	N/A	HCD	Positive	ESI	245.186	lib-00000.mgf	Bronze	3	0.975085	1.68031	0.000411987	1	NIST17	NIST	245.186	N/A	0	4	CCC(C)C(C(=O)O)NC(=O)C(CC(C)C)N	1	245.186	spectra/specs_ms.mgf	CCMSLIB00003737296	707910	UPDATE-SINGLE-ANNOTATED-BRONZE	 
329	M+H	31023242	1	Isovaleryl-L-carnitine	246.17	YES	Isolated	NIST	0	spectra/specs_ms.mgf329	InChI=1S/C12H23NO4/c1-9(2)6-12(16)17-10(7-11(14)15)8-13(3,4)5/h9-10H,6-8H2,1-5H3/t10-/m1/s1	N/A	HCD	Positive	ESI	246.17	lib-00000.mgf	Bronze	3	0.982162	1.6116	0.000396729	1	NIST17	NIST	246.17	N/A	0	7	CC(C)CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	1	246.17	spectra/specs_ms.mgf	CCMSLIB00003578392	961300	UPDATE-SINGLE-ANNOTATED-BRONZE	 
504	M+H	0	1	Glu-Val	247.129		Isolated	NIST	0	spectra/specs_ms.mgf504	InChI=1S/C10H18N2O5/c1-5(2)8(10(16)17)12-9(15)6(11)3-4-7(13)14/h5-6,8H,3-4,11H2,1-2H3,(H,12,15)(H,13,14)(H,16,17)/t6-,8-/m0/s1	N/A	HCD	Positive	ESI	247.129	lib-00000.mgf	Bronze	3	0.734382	1.60535	0.000396729	1	NIST17	NIST	247.129	N/A	0	6	CC(C)C(C(=O)O)NC(=O)C(CCC(=O)O)N	1	247.128	spectra/specs_ms.mgf	CCMSLIB00003727982	1.69E+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 
485	M+H	875668578	1	3-Hydroxybutyrylcarnitine	248.149		Isolated	NIST	0	spectra/specs_ms.mgf485	InChI=1S/C11H21NO5/c1-8(13)5-11(16)17-9(6-10(14)15)7-12(2,3)4/h8-9,13H,5-7H2,1-4H3/t8?,9-/m1/s1	N/A	HCD	Positive	ESI	248.149	lib-00000.mgf	Bronze	3	0.690048	1.22981	0.000305176	1	NIST17	NIST	248.149	N/A	0	6	CC(CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C)O	1	248.149	spectra/specs_ms.mgf	CCMSLIB00003578265	687600	UPDATE-SINGLE-ANNOTATED-BRONZE	 
486	M+H	357399430	1	Hydroxybupropion	256.11		Isolated	NIST	0	spectra/specs_ms.mgf486	InChI=1S/C13H18ClNO2/c1-9-13(16,17-8-12(2,3)15-9)10-5-4-6-11(14)7-10/h4-7,9,15-16H,8H2,1-3H3	N/A	IT-FT/ion trap with FTMS	Positive	ESI	256.11	lib-00000.mgf	Bronze	3	0.883748	1.90653	0.000488281	1	NIST17	NIST	256.11	N/A	0	6	CC1C(OCC(N1)(C)C)(C2=CC(=CC=C2)Cl)O	1	256.109	spectra/specs_ms.mgf	CCMSLIB00003373386	2.20E+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 
232	M+H	629549	1	Palmitamide	256.263		Isolated	NIST	0	spectra/specs_ms.mgf232	InChI=1S/C16H33NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h2-15H2,1H3,(H2,17,18)	N/A	HCD	Positive	ESI	256.263	lib-00000.mgf	Bronze	3	0.754852	1.90539	0.000488281	1	NIST17	NIST	256.263	N/A	0	4	CCCCCCCCCCCCCCCC(=O)N	1	256.263	spectra/specs_ms.mgf	CCMSLIB00003308962	66500	UPDATE-SINGLE-ANNOTATED-BRONZE	 
829	M+H-2H2O	1852535	1	Androstane-3,17-diol, (3.alpha.,5.alpha.,17.beta.)-	257.226	YES	Isolated	NIST	0	spectra/specs_ms.mgf829	InChI=1S/C19H32O2/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(21)19(15,2)10-8-16(14)18/h12-17,20-21H,3-11H2,1-2H3/t12-,13+,14-,15-,16-,17-,18-,19-/m0/s1	N/A	HCD	Positive	ESI	257.226	lib-00000.mgf	Bronze	3	0.839705	3.20331	0.000823975	1	NIST17	NIST	257.226	N/A	0	8	CC12CCC(CC1CCC3C2CCC4(C3CCC4O)C)O	1	257.226	spectra/specs_ms.mgf	CCMSLIB00003452674	156000	UPDATE-SINGLE-ANNOTATED-BRONZE	 
516	M+H	22671290	1	Hexanoyl-L-carnitine	260.186		Isolated	NIST	0	spectra/specs_ms.mgf516	InChI=1S/C13H25NO4/c1-5-6-7-8-13(17)18-11(9-12(15)16)10-14(2,3)4/h11H,5-10H2,1-4H3/t11-/m1/s1	N/A	HCD	Positive	ESI	260.186	lib-00000.mgf	Bronze	3	0.966153	1.52479	0.000396729	1	NIST17	NIST	260.186	N/A	0	6	CCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	1	260.185	spectra/specs_ms.mgf	CCMSLIB00003578206	662500	UPDATE-SINGLE-ANNOTATED-BRONZE	 
535	M+H	0	1	Glu-Leu	261.145		Isolated	NIST	0	spectra/specs_ms.mgf535	InChI=1S/C11H20N2O5/c1-6(2)5-8(11(17)18)13-10(16)7(12)3-4-9(14)15/h6-8H,3-5,12H2,1-2H3,(H,13,16)(H,14,15)(H,17,18)/t7-,8-/m0/s1	N/A	HCD	Positive	ESI	261.145	lib-00000.mgf	Bronze	3	0.671622	2.33722	0.000610352	1	NIST17	NIST	261.145	N/A	0	3	CC(C)CC(C(=O)O)NC(=O)C(CCC(=O)O)N	1	261.144	spectra/specs_ms.mgf	CCMSLIB00003736381	73870	UPDATE-SINGLE-ANNOTATED-BRONZE	 
704	M+H	99159872	1	(2R)-3-Hydroxyisovaleroylcarnitine	262.165		Isolated	NIST	0	spectra/specs_ms.mgf704	N/A	N/A	HCD	Positive	ESI	262.165	lib-00000.mgf	Bronze	3	0.955195	1.8625	0.000488281	1	NIST17	NIST	262.165	N/A	0	8	N/A	1	262.164	spectra/specs_ms.mgf	CCMSLIB00003578559	589100	UPDATE-SINGLE-ANNOTATED-BRONZE	 
766	M+H	0	1	Pro-Phe	263.139		Isolated	NIST	0	spectra/specs_ms.mgf766	InChI=1S/C14H18N2O3/c17-13(11-7-4-8-15-11)16-12(14(18)19)9-10-5-2-1-3-6-10/h1-3,5-6,11-12,15H,4,7-9H2,(H,16,17)(H,18,19)/t11-,12-/m0/s1	N/A	Q-TOF	Positive	ESI	263.139	lib-00000.mgf	Bronze	3	0.976272	2.3195	0.000610352	1	NIST17	NIST	263.139	N/A	0	3	C1CC([NH2+]C1)C(=O)NC(CC2=CC=CC=C2)C(=O)[O-]	1	263.138	spectra/specs_ms.mgf	CCMSLIB00003213811	559490	UPDATE-SINGLE-ANNOTATED-BRONZE	 
279	M+H	28047156	1	Phenylacetyl-L-glutamine	265.118		Isolated	NIST	0	spectra/specs_ms.mgf279	InChI=1S/C13H16N2O4/c14-11(16)7-6-10(13(18)19)15-12(17)8-9-4-2-1-3-5-9/h1-5,10H,6-8H2,(H2,14,16)(H,15,17)(H,18,19)/t10-/m0/s1	N/A	HCD	Positive	ESI	265.118	lib-00000.mgf	Bronze	3	0.96149	2.18708	0.000579834	1	NIST17	NIST	265.118	N/A	0	7	C1=CC=C(C=C1)CC(=O)NC(CCC(=O)N)C(=O)O	1	265.118	spectra/specs_ms.mgf	CCMSLIB00003372300	119130	UPDATE-SINGLE-ANNOTATED-BRONZE	 
677	M+H	29122687	1	Atenolol	267.17	YES	Isolated	NIST	0	spectra/specs_ms.mgf677	InChI=1S/C14H22N2O3/c1-10(2)16-8-12(17)9-19-13-5-3-11(4-6-13)7-14(15)18/h3-6,10,12,16-17H,7-9H2,1-2H3,(H2,15,18)	N/A	HCD	Positive	ESI	267.17	lib-00000.mgf	Bronze	3	0.942298	2.17028	0.000579834	1	NIST17	NIST	267.17	N/A	0	11	CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O	1	267.17	spectra/specs_ms.mgf	CCMSLIB00003300970	76130	UPDATE-SINGLE-ANNOTATED-BRONZE	 
137	M+H	126738	1	Tributyl phosphate	267.172		Isolated	NIST	0	spectra/specs_ms.mgf137	InChI=1S/C12H27O4P/c1-4-7-10-14-17(13,15-11-8-5-2)16-12-9-6-3/h4-12H2,1-3H3	N/A	HCD	Positive	ESI	267.172	lib-00000.mgf	Bronze	3	0.959182	2.62716	0.000701904	1	NIST17	NIST	267.172	N/A	0	5	CCCCOP(=O)(OCCCC)OCCCC	1	267.171	spectra/specs_ms.mgf	CCMSLIB00003265732	527070	UPDATE-SINGLE-ANNOTATED-BRONZE	 
491	M+H-H2O	2052633	1	13-cis-Retinol	269.226	YES	Isolated	NIST	0	spectra/specs_ms.mgf491	InChI=1S/C20H30O/c1-16(8-6-9-17(2)13-15-21)11-12-19-18(3)10-7-14-20(19,4)5/h6,8-9,11-13,21H,7,10,14-15H2,1-5H3/b9-6+,12-11+,16-8+,17-13-	N/A	HCD	Positive	ESI	269.226	lib-00000.mgf	Bronze	3	0.889096	2.60712	0.000701904	1	NIST17	NIST	269.226	N/A	0	11	CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CCO)C)C	1	269.226	spectra/specs_ms.mgf	CCMSLIB00003376792	304700	UPDATE-SINGLE-ANNOTATED-BRONZE	 
807	M+H	1088115	1	Nordazepam	271.063	YES	Isolated	NIST	0	spectra/specs_ms.mgf807	InChI=1S/C15H11ClN2O/c16-11-6-7-13-12(8-11)15(17-9-14(19)18-13)10-4-2-1-3-5-10/h1-8H,9H2,(H,18,19)	N/A	HCD	Positive	ESI	271.063	lib-00000.mgf	Bronze	3	0.703158	2.13911	0.000579834	1	NIST17	NIST	271.063	N/A	0	6	C1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3	1	271.063	spectra/specs_ms.mgf	CCMSLIB00003362339	111090	UPDATE-SINGLE-ANNOTATED-BRONZE	 
811	M+H	53446109	1	3-Cysteinylacetaminophen	271.075		Isolated	NIST	0	spectra/specs_ms.mgf811	InChI=1S/C11H14N2O4S/c1-6(14)13-7-2-3-9(15)10(4-7)18-5-8(12)11(16)17/h2-4,8,15H,5,12H2,1H3,(H,13,14)(H,16,17)/t8-/m0/s1	N/A	HCD	Positive	ESI	271.075	lib-00000.mgf	Bronze	3	0.936575	2.2516	0.000610352	1	NIST17	NIST	271.075	N/A	0	6	CC(=O)NC1=CC(=C(C=C1)O)SCC(C(=O)[O-])[NH3+]	1	271.074	spectra/specs_ms.mgf	CCMSLIB00003615380	502600	UPDATE-SINGLE-ANNOTATED-BRONZE	 
792	M+H	41889456	1	Benzoylnorecgonine	276.123	YES	Isolated	NIST	0	spectra/specs_ms.mgf792	InChI=1S/C15H17NO4/c17-14(18)13-11-7-6-10(16-11)8-12(13)20-15(19)9-4-2-1-3-5-9/h1-5,10-13,16H,6-8H2,(H,17,18)/t10-,11-,12+,13-/m1/s1	N/A	HCD	Positive	ESI	276.123	lib-00000.mgf	Bronze	3	0.966048	2.43148	0.000671387	1	NIST17	NIST	276.123	N/A	0	5	C1CC2C(C(CC1N2)OC(=O)C3=CC=CC=C3)C(=O)O	1	276.122	spectra/specs_ms.mgf	CCMSLIB00003441439	207190	UPDATE-SINGLE-ANNOTATED-BRONZE	 
597	M+H	102636828	1	L-Glutarylcarnitine	276.144		Isolated	NIST	0	spectra/specs_ms.mgf597	InChI=1S/C12H21NO6/c1-13(2,3)8-9(7-11(16)17)19-12(18)6-4-5-10(14)15/h9H,4-8H2,1-3H3,(H-,14,15,16,17)/t9-/m1/s1	N/A	HCD	Positive	ESI	276.144	lib-00000.mgf	Bronze	3	0.891921	2.87334	0.000793457	1	NIST17	NIST	276.144	N/A	0	8	C[N+](C)(C)CC(CC(=O)[O-])OC(=O)CCCC(=O)O	1	276.143	spectra/specs_ms.mgf	CCMSLIB00003371094	533700	UPDATE-SINGLE-ANNOTATED-BRONZE	 
30	M+H	57681	1	Sulfamethazine	279.091		Isolated	NIST	0	spectra/specs_ms.mgf30	InChI=1S/C12H14N4O2S/c1-8-7-9(2)15-12(14-8)16-19(17,18)11-5-3-10(13)4-6-11/h3-7H,13H2,1-2H3,(H,14,15,16)	N/A	HCD	Positive	ESI	279.091	lib-00000.mgf	Bronze	3	0.83417	2.51497	0.000701904	1	NIST17	NIST	279.091	N/A	0	9	CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C	1	279.09	spectra/specs_ms.mgf	CCMSLIB00003467638	3.02E+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 
179	M+H	791286	1	Triphenylphosphine oxide	279.093		Isolated	NIST	0	spectra/specs_ms.mgf179	InChI=1S/C18H15OP/c19-20(16-10-4-1-5-11-16,17-12-6-2-7-13-17)18-14-8-3-9-15-18/h1-15H	N/A	HCD	Positive	ESI	279.093	lib-00000.mgf	Bronze	3	0.788363	2.84298	0.000793457	1	NIST17	NIST	279.093	N/A	0	3	C1=CC=C(C=C1)P(=O)(C2=CC=CC=C2)C3=CC=CC=C3	1	279.092	spectra/specs_ms.mgf	CCMSLIB00003265689	71230	UPDATE-SINGLE-ANNOTATED-BRONZE	 
108	M+H	4376209	1	Mono-2-ethylhexyl phthalate	279.159		Isolated	NIST	0	spectra/specs_ms.mgf108	InChI=1S/C16H22O4/c1-3-5-8-12(4-2)11-20-16(19)14-10-7-6-9-13(14)15(17)18/h6-7,9-10,12H,3-5,8,11H2,1-2H3,(H,17,18)	N/A	HCD	Positive	ESI	279.159	lib-00000.mgf	Bronze	3	0.936265	2.84231	0.000793457	1	NIST17	NIST	279.159	N/A	0	4	CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)O	1	279.158	spectra/specs_ms.mgf	CCMSLIB00003371547	2.74E+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 
584	M+H	301020	1	Oleamide	282.279	YES	Isolated	NIST	0	spectra/specs_ms.mgf584	InChI=1S/C18H35NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H2,19,20)/b10-9-	N/A	HCD	Positive	ESI	282.279	lib-00000.mgf	Bronze	3	0.832609	2.91901	0.000823975	1	NIST17	NIST	282.279	N/A	0	9	CCCCCCCCC=CCCCCCCCC(=O)N	1	282.278	spectra/specs_ms.mgf	CCMSLIB00003308633	1.08E+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 
188	M+H	2615158	1	Hexaethylene glycol	283.175		Isolated	NIST	0	spectra/specs_ms.mgf188	InChI=1S/C12H26O7/c13-1-3-15-5-7-17-9-11-19-12-10-18-8-6-16-4-2-14/h13-14H,1-12H2	N/A	HCD	Positive	ESI	283.175	lib-00000.mgf	Bronze	3	0.916063	2.47869	0.000701904	1	NIST17	NIST	283.175	N/A	0	3	C(COCCOCCOCCOCCOCCO)O	1	283.174	spectra/specs_ms.mgf	CCMSLIB00003303606	258220	UPDATE-SINGLE-ANNOTATED-BRONZE	 
285	M+H	94622	1	Piperine	286.144		Isolated	NIST	0	spectra/specs_ms.mgf285	InChI=1S/C17H19NO3/c19-17(18-10-4-1-5-11-18)7-3-2-6-14-8-9-15-16(12-14)21-13-20-15/h2-3,6-9,12H,1,4-5,10-11,13H2/b6-2+,7-3+	N/A	HCD	Positive	ESI	286.144	lib-00000.mgf	Bronze	3	0.964626	3.09288	0.00088501	1	NIST17	NIST	286.144	N/A	0	11	C1CCN(CC1)C(=O)C=CC=CC2=CC3=C(C=C2)OCO3	1	286.143	spectra/specs_ms.mgf	CCMSLIB00003344488	1.13E+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 
300	M+H	25243952	1	Octanoylcarnitine	288.217		Isolated	NIST	0	spectra/specs_ms.mgf300	InChI=1S/C15H29NO4/c1-5-6-7-8-9-10-15(19)20-13(11-14(17)18)12-16(2,3)4/h13H,5-12H2,1-4H3/t13-/m1/s1	N/A	HCD	Positive	ESI	288.217	lib-00000.mgf	Bronze	3	0.949107	3.07064	0.00088501	1	NIST17	NIST	288.217	N/A	0	6	CCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	1	288.216	spectra/specs_ms.mgf	CCMSLIB00003411982	690700	UPDATE-SINGLE-ANNOTATED-BRONZE	 
147	M+H	519095	1	Benzoylecgonine	290.139	YES	Isolated	NIST	0	spectra/specs_ms.mgf147	InChI=1S/C16H19NO4/c1-17-11-7-8-12(17)14(15(18)19)13(9-11)21-16(20)10-5-3-2-4-6-10/h2-6,11-14H,7-9H2,1H3,(H,18,19)/t11-,12-,13+,14-/m1/s1	N/A	HCD	Positive	ESI	290.139	lib-00000.mgf	Bronze	3	0.978833	3.15548	0.000915527	1	NIST17	NIST	290.139	N/A	0	8	CN1C2CCC1C(C(C2)OC(=O)C3=CC=CC=C3)C(=O)O	1	290.138	spectra/specs_ms.mgf	CCMSLIB00003441357	4.98E+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1067	M+H	102673950	1	3-Methylglutarylcarnitine	290.16		Isolated	NIST	0	spectra/specs_ms.mgf1067	InChI=1S/C13H23NO6/c1-9(5-11(15)16)6-13(19)20-10(7-12(17)18)8-14(2,3)4/h9-10H,5-8H2,1-4H3,(H-,15,16,17,18)	N/A	HCD	Positive	ESI	290.16	lib-00000.mgf	Bronze	3	0.760823	2.73455	0.000793457	1	NIST17	NIST	290.16	N/A	0	6	CC(CC(=O)O)CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	1	290.159	spectra/specs_ms.mgf	CCMSLIB00003578616	293600	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1000	M+H	60004	1	Ethylenediaminetetraacetic acid	293.098		Isolated	NIST	0	spectra/specs_ms.mgf1000	InChI=1S/C10H16N2O8/c13-7(14)3-11(4-8(15)16)1-2-12(5-9(17)18)6-10(19)20/h1-6H2,(H,13,14)(H,15,16)(H,17,18)(H,19,20)	N/A	HCD	Positive	ESI	293.098	lib-00000.mgf	Bronze	3	0.932892	2.70714	0.000793457	1	NIST17	NIST	293.098	N/A	0	7	C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O	1	293.097	spectra/specs_ms.mgf	CCMSLIB00003447483	488000	UPDATE-SINGLE-ANNOTATED-BRONZE	 
839	M+H	0	1	Glu-Phe	295.129		Isolated	NIST	0	spectra/specs_ms.mgf839	InChI=1S/C14H18N2O5/c15-10(6-7-12(17)18)13(19)16-11(14(20)21)8-9-4-2-1-3-5-9/h1-5,10-11H,6-8,15H2,(H,16,19)(H,17,18)(H,20,21)/t10-,11-/m0/s1	N/A	HCD	Positive	ESI	295.129	lib-00000.mgf	Bronze	3	0.829394	2.79192	0.000823975	1	NIST17	NIST	295.129	N/A	0	5	C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CCC(=O)O)N	1	295.128	spectra/specs_ms.mgf	CCMSLIB00003736343	214210	UPDATE-SINGLE-ANNOTATED-BRONZE	 
460	M+H	5747488	1	Norquetiapine	296.122		Isolated	NIST	0	spectra/specs_ms.mgf460	InChI=1S/C17H17N3S/c1-3-7-15-13(5-1)17(20-11-9-18-10-12-20)19-14-6-2-4-8-16(14)21-15/h1-8,18H,9-12H2	N/A	HCD	Positive	ESI	296.122	lib-00000.mgf	Bronze	3	0.730622	3.09173	0.000915527	1	NIST17	NIST	296.122	N/A	0	6	C1CN(CCN1)C2=NC3=CC=CC=C3SC4=CC=CC=C42	1	296.121	spectra/specs_ms.mgf	CCMSLIB00003491047	319480	UPDATE-SINGLE-ANNOTATED-BRONZE	 
323	M+H	123784	1	D-erythro-N-stearoylsphingosine	300.29	YES	Isolated	NIST	0	spectra/specs_ms.mgf323	InChI=1S/C18H37NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18(21)17(19)16-20/h14-15,17-18,20-21H,2-13,16,19H2,1H3/b15-14+/t17-,18+/m0/s1	N/A	Q-TOF	Positive	ESI	300.29	lib-00000.mgf	Bronze	3	0.924519	3.3537	0.00100708	1	NIST17	NIST	300.29	N/A	0	11	CCCCCCCCCCCCCC=CC(C(CO)N)O	1	300.289	spectra/specs_ms.mgf	CCMSLIB00003197672	411300	UPDATE-SINGLE-ANNOTATED-BRONZE	 
638	M+H	544310	1	Palmitoyl ethanolamide	300.29		Isolated	NIST	0	spectra/specs_ms.mgf638	InChI=1S/C18H37NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18(21)19-16-17-20/h20H,2-17H2,1H3,(H,19,21)	N/A	HCD	Positive	ESI	300.29	lib-00000.mgf	Bronze	3	0.961565	3.3537	0.00100708	1	NIST17	NIST	300.29	N/A	0	8	CCCCCCCCCCCCCCCC(=O)NCCO	1	300.289	spectra/specs_ms.mgf	CCMSLIB00003483758	520600	UPDATE-SINGLE-ANNOTATED-BRONZE	 
187	Cat	7773526	1	1-Hexadecylpyridinium cation	304.3		Isolated	NIST	0	spectra/specs_ms.mgf187	InChI=1S/C21H38N/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-19-22-20-17-15-18-21-22/h15,17-18,20-21H,2-14,16,19H2,1H3/q+1	N/A	HCD	Positive	ESI	304.3	lib-00000.mgf	Bronze	3	0.794736	3.61036	0.00109863	1	NIST17	NIST	304.3	N/A	0	4	CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1	1	304.299	spectra/specs_ms.mgf	CCMSLIB00003381358	65800	UPDATE-SINGLE-ANNOTATED-BRONZE	 
988	M+H	90899222	1	p-Hydroxybenzoylecgonine	306.134	YES	Isolated	NIST	0	spectra/specs_ms.mgf988	InChI=1S/C16H19NO5/c1-17-10-4-7-12(17)14(15(19)20)13(8-10)22-16(21)9-2-5-11(18)6-3-9/h2-3,5-6,10,12-14,18H,4,7-8H2,1H3,(H,19,20)	N/A	Q-TOF	Positive	ESI	306.134	lib-00000.mgf	Bronze	3	0.936109	3.28967	0.00100708	1	NIST17	NIST	306.134	N/A	0	6	CN1C2CCC1C(C(C2)OC(=O)C3=CC=C(C=C3)O)C(=O)O	1	306.133	spectra/specs_ms.mgf	CCMSLIB00003189835	97710	UPDATE-SINGLE-ANNOTATED-BRONZE	 
